timestamp,frame,mode,view,n_det,background,threshold,cx,cy,area_px,val_max,aspect,extent,peaks,std_c,skin_px,priority,note
2026-08-21T15:20:51.822,59,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:51.953,60,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.047,61,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.175,62,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.302,63,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.399,64,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.527,65,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.622,66,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.750,67,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.846,68,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:52.975,69,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.103,70,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.199,71,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.327,72,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.425,73,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.551,74,RAD,horizontal,0,23.62,26.12,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.648,75,RAD,horizontal,0,23.65,26.15,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.774,76,RAD,horizontal,0,23.62,26.12,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.873,77,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:53.999,78,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.128,79,RAD,horizontal,0,23.60,26.10,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.224,80,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.354,81,RAD,horizontal,0,23.58,26.08,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.447,82,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.578,83,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.672,84,RAD,horizontal,0,23.53,26.03,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.798,85,RAD,horizontal,0,23.53,26.03,,,,,,,,,,,horizontal best
2026-08-21T15:20:54.898,86,RAD,horizontal,0,23.53,26.03,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.022,87,RAD,horizontal,0,23.51,26.01,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.151,88,RAD,horizontal,0,23.51,26.01,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.246,89,RAD,horizontal,0,23.51,26.01,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.374,90,RAD,horizontal,0,23.51,26.01,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.483,91,RAD,horizontal,0,23.51,26.01,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.599,92,RAD,horizontal,0,23.53,26.03,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.700,93,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.829,94,RAD,horizontal,0,23.55,26.05,,,,,,,,,,,horizontal best
2026-08-21T15:20:55.957,95,RAD,horizontal,1,23.60,26.10,86.4,109.6,596,31.06,0.76,0.67,10,1.16,0,0,horizontal best
2026-08-21T15:20:56.054,96,RAD,horizontal,1,23.60,26.10,88.1,109.0,629,31.96,0.82,0.66,12,1.21,0,0,horizontal best
2026-08-21T15:20:56.179,97,RAD,horizontal,1,23.62,26.12,89.9,108.4,657,32.07,0.88,0.64,10,1.25,0,0,horizontal best
2026-08-21T15:20:56.274,98,RAD,horizontal,1,23.65,26.15,91.6,108.1,653,32.02,0.94,0.64,9,1.28,0,0,horizontal best
2026-08-21T15:20:56.405,99,RAD,horizontal,1,23.65,26.15,93.0,108.3,520,31.98,1.00,0.58,6,1.23,0,0,horizontal best
2026-08-21T15:20:56.501,100,RAD,horizontal,1,23.67,26.17,94.4,106.8,705,32.50,1.00,0.65,4,1.54,0,0,horizontal best
2026-08-21T15:20:56.627,101,RAD,horizontal,1,23.67,26.17,95.5,107.0,609,32.07,1.03,0.61,7,1.38,0,0,horizontal best
2026-08-21T15:20:56.723,102,RAD,horizontal,1,23.65,26.15,96.2,107.4,566,32.09,1.10,0.61,5,1.35,0,0,horizontal best
2026-08-21T15:20:56.852,103,RAD,horizontal,1,23.67,26.17,96.9,107.3,560,31.87,1.10,0.60,6,1.37,0,0,horizontal best
2026-08-21T15:20:56.980,104,RAD,horizontal,1,23.65,26.15,97.4,107.2,521,31.76,1.07,0.58,7,1.35,0,0,horizontal best
2026-08-21T15:20:57.076,105,RAD,horizontal,1,23.70,26.20,98.3,106.8,498,31.59,1.11,0.57,6,1.34,0,0,horizontal best
2026-08-21T15:20:57.204,106,RAD,horizontal,1,23.70,26.20,99.2,106.4,472,31.65,1.11,0.58,5,1.33,0,0,horizontal best
2026-08-21T15:20:57.299,107,RAD,horizontal,1,23.70,26.20,100.4,106.2,471,31.68,1.15,0.60,5,1.32,0,0,horizontal best
2026-08-21T15:20:57.430,108,RAD,horizontal,1,23.70,26.20,102.0,106.2,467,31.48,1.15,0.60,5,1.30,0,0,horizontal best
2026-08-21T15:20:57.524,109,RAD,horizontal,1,23.67,26.17,104.2,106.3,468,31.46,1.20,0.62,5,1.27,0,0,horizontal best
2026-08-21T15:20:57.651,110,RAD,horizontal,1,23.67,26.17,106.9,106.2,524,31.35,1.24,0.68,9,1.28,0,0,horizontal best
2026-08-21T15:20:57.779,111,RAD,horizontal,1,23.65,26.15,108.8,105.3,550,31.30,1.14,0.57,8,1.30,0,0,horizontal best
2026-08-21T15:20:57.875,112,RAD,horizontal,1,23.65,26.15,109.9,104.6,619,31.35,1.17,0.59,11,1.44,0,0,horizontal best
2026-08-21T15:20:58.005,113,RAD,horizontal,1,23.62,26.12,110.1,103.7,640,31.74,1.41,0.62,9,1.25,0,0,horizontal best
2026-08-21T15:20:58.099,114,RAD,horizontal,1,23.62,26.12,110.4,101.5,681,31.68,1.56,0.60,10,1.16,0,0,horizontal best
2026-08-21T15:20:58.233,115,RAD,horizontal,1,23.65,26.15,111.0,99.1,734,31.50,1.61,0.58,11,1.05,0,0,horizontal best
2026-08-21T15:20:58.325,116,RAD,horizontal,1,23.65,26.15,112.0,96.7,773,31.50,1.60,0.54,11,1.13,0,0,horizontal best
2026-08-21T15:20:58.453,117,RAD,horizontal,1,23.65,26.15,113.3,93.9,798,31.24,1.70,0.52,12,1.21,0,0,horizontal best
2026-08-21T15:20:58.549,118,RAD,horizontal,1,23.67,26.17,114.4,90.7,793,31.22,1.60,0.55,16,1.17,0,0,horizontal best
2026-08-21T15:20:58.677,119,RAD,horizontal,1,23.65,26.15,115.1,88.4,761,31.22,1.55,0.58,14,1.09,0,0,horizontal best
2026-08-21T15:20:58.807,120,RAD,horizontal,1,23.67,26.17,115.3,86.2,720,31.33,1.70,0.58,10,1.05,0,0,horizontal best
2026-08-21T15:20:58.903,121,RAD,horizontal,1,23.70,26.20,115.1,84.4,683,31.26,1.74,0.54,9,1.06,0,0,horizontal best
2026-08-21T15:20:59.030,122,RAD,horizontal,1,23.70,26.20,114.9,82.9,628,31.44,1.64,0.61,12,1.02,0,0,horizontal best
2026-08-21T15:20:59.125,123,RAD,horizontal,1,23.65,26.15,115.1,81.3,610,31.15,1.62,0.65,10,1.01,0,0,horizontal best
2026-08-21T15:20:59.252,124,RAD,horizontal,1,23.67,26.17,115.6,79.6,627,31.28,1.83,0.59,9,1.10,0,0,horizontal best
2026-08-21T15:20:59.350,125,RAD,horizontal,1,23.67,26.17,116.3,77.7,615,31.06,1.88,0.57,8,1.12,0,0,horizontal best
