timestamp,frame,mode,view,n_det,background,threshold,cx,cy,area_px,val_max,aspect,extent,peaks,std_c,skin_px,priority,note
2026-08-21T14:15:00.840,4129,RAD,horizontal,1,23.72,26.22,85.9,94.4,1327,31.20,1.13,0.40,22,1.27,0,0,run2 pfilter4
2026-08-21T14:15:00.931,4130,RAD,horizontal,1,23.72,26.22,86.0,94.5,1350,31.20,1.13,0.41,21,1.32,0,0,run2 pfilter4
2026-08-21T14:15:01.057,4131,RAD,horizontal,1,23.74,26.24,86.0,94.6,1333,31.20,1.13,0.40,23,1.31,0,0,run2 pfilter4
2026-08-21T14:15:01.190,4132,RAD,horizontal,1,23.79,26.29,86.0,94.8,1380,31.15,1.15,0.43,22,1.37,0,0,run2 pfilter4
2026-08-21T14:15:01.286,4133,RAD,horizontal,1,23.79,26.29,86.0,94.9,1382,31.15,1.15,0.43,23,1.37,0,0,run2 pfilter4
2026-08-21T14:15:01.413,4134,RAD,horizontal,1,23.77,26.27,86.1,94.9,1351,31.15,1.15,0.42,19,1.34,0,0,run2 pfilter4
2026-08-21T14:15:01.510,4135,RAD,horizontal,1,23.79,26.29,86.1,94.9,1353,31.15,1.15,0.42,19,1.33,0,0,run2 pfilter4
2026-08-21T14:15:01.637,4136,RAD,horizontal,1,23.77,26.27,86.0,94.8,1344,31.15,1.15,0.42,21,1.33,0,0,run2 pfilter4
2026-08-21T14:15:01.741,4137,RAD,horizontal,1,23.77,26.27,85.9,94.8,1351,31.15,1.15,0.42,21,1.34,0,0,run2 pfilter4
2026-08-21T14:15:01.861,4138,RAD,horizontal,1,23.77,26.27,85.9,94.8,1354,31.15,1.17,0.43,23,1.34,0,0,run2 pfilter4
2026-08-21T14:15:01.954,4139,RAD,horizontal,1,23.77,26.27,86.0,94.8,1358,31.15,1.17,0.43,20,1.34,0,0,run2 pfilter4
2026-08-21T14:15:02.086,4140,RAD,horizontal,1,23.77,26.27,86.0,94.9,1366,31.17,1.17,0.43,19,1.35,0,0,run2 pfilter4
2026-08-21T14:15:02.215,4141,RAD,horizontal,1,23.77,26.27,86.0,94.8,1370,31.15,1.17,0.43,22,1.35,0,0,run2 pfilter4
2026-08-21T14:15:02.307,4142,RAD,horizontal,1,23.77,26.27,86.0,94.6,1380,31.15,1.17,0.44,20,1.34,0,0,run2 pfilter4
2026-08-21T14:15:02.437,4143,RAD,horizontal,1,23.77,26.27,86.0,94.7,1385,31.13,1.17,0.44,20,1.35,0,0,run2 pfilter4
2026-08-21T14:15:02.533,4144,RAD,horizontal,1,23.77,26.27,86.1,94.7,1398,31.52,1.19,0.43,17,1.36,0,0,run2 pfilter4
2026-08-21T14:15:02.663,4145,RAD,horizontal,1,23.79,26.29,86.0,94.5,1421,31.70,1.21,0.43,19,1.39,0,0,run2 pfilter4
2026-08-21T14:15:02.756,4146,RAD,horizontal,1,23.81,26.31,86.0,94.3,1445,32.07,1.23,0.43,18,1.42,0,0,run2 pfilter4
2026-08-21T14:15:02.885,4147,RAD,horizontal,1,23.81,26.31,86.1,94.4,1469,32.13,1.23,0.44,17,1.41,0,0,run2 pfilter4
2026-08-21T14:15:03.014,4148,RAD,horizontal,1,23.79,26.29,86.1,94.4,1468,32.13,1.23,0.44,18,1.41,0,0,run2 pfilter4
2026-08-21T14:15:03.106,4149,RAD,horizontal,1,23.79,26.29,86.1,94.5,1451,32.02,1.23,0.44,17,1.41,0,0,run2 pfilter4
2026-08-21T14:15:03.237,4150,RAD,horizontal,1,23.81,26.31,86.0,94.4,1452,32.02,1.23,0.44,20,1.41,0,0,run2 pfilter4
2026-08-21T14:15:03.330,4151,RAD,horizontal,1,23.79,26.29,86.2,94.4,1462,31.89,1.23,0.44,21,1.41,0,0,run2 pfilter4
2026-08-21T14:15:03.461,4152,RAD,horizontal,1,23.81,26.31,86.4,94.6,1473,31.55,1.21,0.45,19,1.38,0,0,run2 pfilter4
2026-08-21T14:15:03.556,4153,RAD,horizontal,1,23.84,26.34,86.6,94.8,1510,31.37,1.19,0.47,22,1.38,0,0,run2 pfilter4
