timestamp,frame,mode,view,n_det,background,threshold,cx,cy,area_px,val_max,aspect,extent,peaks,std_c,skin_px,priority,note
2026-08-19T19:39:00.056,183,RAD,any,1,21.90,24.40,42.2,66.2,396,30.39,0.00,0.00,11,1.04,0,0,run1 baseline
2026-08-19T19:39:00.153,184,RAD,any,1,21.90,24.40,42.3,65.6,408,30.52,0.00,0.00,11,1.07,0,0,run1 baseline
2026-08-19T19:39:00.282,185,RAD,any,1,21.94,24.44,42.2,65.8,407,30.52,0.00,0.00,11,1.04,0,0,run1 baseline
2026-08-19T19:39:00.411,186,RAD,any,1,21.97,24.47,42.1,65.9,407,30.52,0.00,0.00,12,1.04,0,0,run1 baseline
2026-08-19T19:39:00.508,187,RAD,any,1,21.97,24.47,42.1,65.6,398,30.50,0.00,0.00,12,1.04,0,0,run1 baseline
2026-08-19T19:39:00.636,188,RAD,any,1,21.97,24.47,42.2,64.8,419,30.47,0.00,0.00,12,1.08,0,0,run1 baseline
2026-08-19T19:39:00.731,189,RAD,any,1,21.99,24.49,42.5,63.7,458,30.52,0.00,0.00,12,1.10,0,0,run1 baseline
2026-08-19T19:39:00.860,190,RAD,any,1,21.99,24.49,42.6,63.3,459,30.52,0.00,0.00,14,1.10,0,0,run1 baseline
2026-08-19T19:39:00.954,191,RAD,any,1,21.99,24.49,42.7,62.9,461,30.50,0.00,0.00,14,1.11,0,0,run1 baseline
2026-08-19T19:39:01.078,192,RAD,any,1,22.02,24.52,42.9,62.5,477,30.50,0.00,0.00,11,1.13,0,0,run1 baseline
2026-08-19T19:39:01.174,193,RAD,any,1,22.04,24.54,43.0,62.6,483,30.50,0.00,0.00,11,1.11,0,0,run1 baseline
2026-08-19T19:39:01.306,194,RAD,any,1,22.04,24.54,43.0,62.9,488,30.47,0.00,0.00,12,1.11,0,0,run1 baseline
2026-08-19T19:39:01.433,195,RAD,any,1,22.04,24.54,42.9,63.9,511,30.47,0.00,0.00,12,1.10,0,0,run1 baseline
2026-08-19T19:39:01.532,196,RAD,any,1,22.04,24.54,42.5,64.9,494,30.47,0.00,0.00,13,1.08,0,0,run1 baseline
2026-08-19T19:39:01.656,197,RAD,any,1,22.04,24.54,42.4,65.1,510,30.50,0.00,0.00,12,1.11,0,0,run1 baseline
2026-08-19T19:39:01.753,198,RAD,any,1,22.04,24.54,42.2,65.2,526,30.50,0.00,0.00,11,1.10,0,0,run1 baseline
2026-08-19T19:39:01.880,199,RAD,any,1,22.04,24.54,42.5,64.4,536,30.47,0.00,0.00,15,1.09,0,0,run1 baseline
2026-08-19T19:39:01.977,200,RAD,any,1,22.04,24.54,43.7,61.6,526,30.43,0.00,0.00,11,1.08,0,0,run1 baseline
2026-08-19T19:39:02.107,201,RAD,any,1,22.04,24.54,46.2,57.1,441,30.12,0.00,0.00,9,0.94,0,0,run1 baseline
2026-08-19T19:39:02.199,202,RAD,any,1,22.04,24.54,50.7,50.4,419,30.30,0.00,0.00,9,0.99,0,0,run1 baseline
2026-08-19T19:39:02.326,203,RAD,any,1,22.04,24.54,55.4,45.3,381,30.25,1.28,0.36,8,0.98,0,0,run1 baseline
2026-08-19T19:39:02.457,204,RAD,any,1,22.04,24.54,56.7,41.2,403,30.30,0.00,0.00,8,0.92,0,0,run1 baseline
2026-08-19T19:39:02.552,205,RAD,any,1,22.04,24.54,57.7,34.8,315,30.45,1.07,0.38,5,0.86,0,0,run1 baseline
2026-08-19T19:39:02.679,206,RAD,any,1,22.04,24.54,57.6,32.3,331,30.36,0.00,0.00,6,0.77,0,0,run1 baseline
2026-08-19T19:39:02.776,207,RAD,any,1,22.06,24.56,57.1,26.9,274,30.16,1.04,0.39,6,0.77,0,0,run1 baseline
2026-08-19T19:39:02.905,208,RAD,any,1,22.06,24.56,56.6,22.7,273,30.43,1.00,0.40,5,0.77,0,0,run1 baseline
2026-08-19T19:39:03.000,209,RAD,any,2,22.06,24.56,57.4,20.1,263,30.01,1.00,0.36,9,0.73,0,0,run1 baseline
2026-08-19T19:39:03.000,209,RAD,any,2,22.06,24.56,54.1,63.7,30,27.65,1.14,0.54,1,0.16,0,0,run1 baseline
2026-08-19T19:39:03.129,210,RAD,any,2,22.04,24.54,57.7,18.5,272,30.25,0.89,0.39,7,0.71,0,0,run1 baseline
2026-08-19T19:39:03.129,210,RAD,any,2,22.04,24.54,54.5,63.8,22,27.56,1.17,0.52,2,0.13,0,0,run1 baseline
2026-08-19T19:39:03.266,211,RAD,any,2,22.04,24.54,58.1,18.1,293,30.23,0.72,0.40,7,0.81,0,0,run1 baseline
2026-08-19T19:39:03.266,211,RAD,any,2,22.04,24.54,54.6,63.9,22,27.56,1.17,0.52,2,0.13,0,0,run1 baseline
2026-08-19T19:39:03.349,212,RAD,any,1,22.04,24.54,58.7,18.7,332,30.19,0.75,0.43,9,0.97,0,0,run1 baseline
2026-08-19T19:39:03.477,213,RAD,any,1,22.04,24.54,62.0,18.6,276,30.21,0.92,0.48,6,0.74,0,0,run1 baseline
2026-08-19T19:39:03.575,214,RAD,any,1,22.04,24.54,66.8,19.1,354,30.23,1.04,0.64,5,1.15,0,0,run1 baseline
2026-08-19T19:39:03.705,215,RAD,any,1,22.02,24.52,70.2,20.0,349,29.90,0.00,0.00,9,0.91,0,0,run1 baseline
2026-08-19T19:39:03.802,216,RAD,any,1,22.04,24.54,72.3,20.0,416,29.92,1.31,0.31,13,0.93,0,0,run1 baseline
2026-08-19T19:39:03.926,217,RAD,any,1,22.02,24.52,74.6,20.6,406,29.43,1.42,0.30,14,0.87,0,0,run1 baseline
2026-08-19T19:39:04.025,218,RAD,any,1,21.99,24.49,75.7,21.8,309,28.86,1.55,0.24,14,0.66,0,0,run1 baseline
2026-08-19T19:39:04.154,219,RAD,any,1,21.99,24.49,76.7,23.7,264,29.14,0.00,0.00,11,0.59,0,0,run1 baseline
2026-08-19T19:39:04.281,220,RAD,any,1,21.99,24.49,79.0,25.9,228,28.90,0.00,0.00,7,0.55,0,0,run1 baseline
2026-08-19T19:39:04.374,221,RAD,any,1,22.02,24.52,81.2,28.7,219,28.81,0.00,0.00,8,0.52,0,0,run1 baseline
2026-08-19T19:39:04.502,222,RAD,any,1,22.09,24.59,84.6,31.3,254,28.90,0.00,0.00,9,0.58,0,0,run1 baseline
2026-08-19T19:39:04.597,223,RAD,any,1,22.09,24.59,88.2,33.8,248,28.92,0.00,0.00,7,0.53,0,0,run1 baseline
2026-08-19T19:39:04.729,224,RAD,any,1,22.09,24.59,91.9,35.4,219,28.97,0.00,0.00,9,0.52,0,0,run1 baseline
2026-08-19T19:39:04.824,225,RAD,any,1,22.09,24.59,96.3,36.0,235,29.14,0.00,0.00,9,0.60,0,0,run1 baseline
2026-08-19T19:39:04.954,226,RAD,any,1,22.09,24.59,100.5,37.1,246,28.70,0.00,0.00,10,0.61,0,0,run1 baseline
2026-08-19T19:39:05.079,227,RAD,any,1,22.09,24.59,106.2,37.8,315,29.21,0.00,0.00,9,0.72,0,0,run1 baseline
2026-08-19T19:39:05.174,228,RAD,any,1,22.06,24.56,110.8,39.1,291,29.81,0.00,0.00,9,0.85,0,0,run1 baseline
2026-08-19T19:39:05.305,229,RAD,any,1,22.11,24.61,116.7,40.4,344,30.41,0.00,0.00,7,0.93,0,0,run1 baseline
2026-08-19T19:39:05.401,230,RAD,any,1,22.09,24.59,120.3,41.8,254,30.01,0.00,0.00,10,1.02,0,0,run1 baseline
2026-08-19T19:39:05.530,231,RAD,any,1,22.09,24.59,122.4,43.9,239,29.85,0.00,0.00,9,1.04,0,0,run1 baseline
2026-08-19T19:39:05.624,232,RAD,any,1,22.06,24.56,123.5,44.2,247,29.12,0.69,0.35,9,0.97,0,0,run1 baseline
2026-08-19T19:39:05.750,233,RAD,any,1,22.06,24.56,122.9,43.3,286,29.70,0.80,0.40,8,1.01,0,0,run1 baseline
2026-08-19T19:39:05.847,234,RAD,any,1,22.06,24.56,121.5,42.5,208,29.90,0.00,0.00,6,0.90,0,0,run1 baseline
2026-08-19T19:39:05.978,235,RAD,any,1,22.06,24.56,121.6,39.0,213,30.30,0.00,0.00,5,0.69,0,0,run1 baseline
2026-08-19T19:39:06.102,236,RAD,any,1,22.04,24.54,119.2,38.0,287,30.41,0.00,0.00,5,0.79,0,0,run1 baseline
2026-08-19T19:39:06.198,237,RAD,any,1,22.04,24.54,116.4,38.6,275,30.25,0.00,0.00,5,0.66,0,0,run1 baseline
2026-08-19T19:39:06.325,238,RAD,any,1,22.04,24.54,114.2,38.9,291,29.92,1.39,0.40,8,0.67,0,0,run1 baseline
2026-08-19T19:39:06.422,239,RAD,any,1,22.06,24.56,111.5,37.6,289,29.85,0.00,0.00,10,0.63,0,0,run1 baseline
2026-08-19T19:39:06.554,240,RAD,any,1,22.06,24.56,108.5,38.3,275,29.34,1.57,0.40,7,0.65,0,0,run1 baseline
2026-08-19T19:39:06.648,241,RAD,any,1,22.02,24.52,105.1,37.1,246,29.32,0.00,0.00,7,0.63,0,0,run1 baseline
2026-08-19T19:39:06.777,242,RAD,any,1,22.02,24.52,101.2,39.2,230,29.57,1.78,0.40,5,0.66,0,0,run1 baseline
2026-08-19T19:39:06.902,243,RAD,any,1,21.99,24.49,96.7,38.8,170,29.17,1.41,0.42,4,0.62,0,0,run1 baseline
2026-08-19T19:39:06.999,244,RAD,any,1,21.99,24.49,90.9,39.2,227,29.03,0.00,0.00,7,0.59,0,0,run1 baseline
2026-08-19T19:39:07.128,245,RAD,any,1,21.99,24.49,86.8,40.9,183,29.23,2.07,0.39,5,0.67,0,0,run1 baseline
2026-08-19T19:39:07.223,246,RAD,any,1,21.99,24.49,83.6,40.4,201,29.52,2.21,0.46,6,0.68,0,0,run1 baseline
2026-08-19T19:39:07.352,247,RAD,any,1,22.02,24.52,80.7,39.1,215,29.41,2.29,0.48,5,0.70,0,0,run1 baseline
2026-08-19T19:39:07.446,248,RAD,any,1,22.02,24.52,77.6,36.6,229,29.43,1.94,0.41,7,0.68,0,0,run1 baseline
2026-08-19T19:39:07.577,249,RAD,any,1,22.02,24.52,74.1,33.8,244,29.57,1.83,0.41,7,0.68,0,0,run1 baseline
2026-08-19T19:39:07.673,250,RAD,any,1,21.94,24.44,70.8,30.2,219,29.39,1.74,0.35,7,0.72,0,0,run1 baseline
2026-08-19T19:39:07.803,251,RAD,any,1,21.94,24.44,67.9,27.9,207,29.74,0.00,0.00,7,0.72,0,0,run1 baseline
2026-08-19T19:39:07.930,252,RAD,any,1,21.94,24.44,66.5,26.6,199,29.72,1.57,0.29,5,0.80,0,0,run1 baseline
2026-08-19T19:39:08.022,253,RAD,any,1,21.92,24.42,65.8,25.9,200,29.77,1.65,0.30,6,0.81,0,0,run1 baseline
2026-08-19T19:39:08.149,254,RAD,any,1,21.94,24.44,65.0,25.4,224,30.43,1.52,0.33,3,0.89,0,0,run1 baseline
2026-08-19T19:39:08.247,255,RAD,any,1,21.94,24.44,64.8,23.9,176,29.99,0.00,0.00,4,0.82,0,0,run1 baseline
2026-08-19T19:39:08.377,256,RAD,any,1,21.94,24.44,64.4,21.4,206,30.16,0.00,0.00,3,0.83,0,0,run1 baseline
2026-08-19T19:39:08.471,257,RAD,any,1,21.94,24.44,63.5,18.0,178,30.32,0.00,0.00,4,0.79,0,0,run1 baseline
2026-08-19T19:39:08.599,258,RAD,any,1,21.94,24.44,62.2,14.5,184,30.30,0.00,0.00,3,0.81,0,0,run1 baseline
2026-08-19T19:39:08.698,259,RAD,any,1,21.94,24.44,57.0,9.6,104,30.12,1.55,0.56,2,0.83,0,0,run1 baseline
2026-08-19T19:39:08.823,260,RAD,any,1,21.94,24.44,54.7,6.2,94,29.74,1.40,0.67,2,0.77,0,0,run1 baseline
2026-08-19T19:39:08.953,261,RAD,any,1,21.94,24.44,54.1,4.2,83,29.63,1.20,0.69,2,0.79,0,0,run1 baseline
