frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
5620,death,34,61.5,71.2,age13_hits2,,,,,,,,2,4
5641,exit,23,112.6,112.4,exit,,,,,,,,2,3
5641,death,23,112.6,112.4,age54_hits33,,,,,,,,2,3
5657,exit,33,8.6,58.6,exit,,,,,,,,0,2
5657,death,33,8.6,58.6,age76_hits33,,,,,,,,0,2
5667,recover,34,8.8,59.0,hidden47f,32,,,,,47,,1,1
5675,birth,23,95.0,100.4,returning_reid,32,43.0,0,23,21.2,34,1,2,3
5676,death,34,8.8,59.0,age10_hits1,,,,,,,,1,3
5677,birth,34,9.6,58.5,returning_reid,32,139.6,0,34,1.0,1,0,3,3
5722,exit,32,129.1,121.2,exit,,,,,,,,1,3
5722,death,32,129.1,121.2,age155_hits112,,,,,,,,1,3
5737,exit,34,10.1,58.4,exit,,,,,,,,1,2
5737,death,34,10.1,58.4,age61_hits24,,,,,,,,1,2
5763,birth,34,9.5,58.2,returning_reid,23,30.2,0,34,0.6,26,1,2,2
5765,birth,32,127.9,112.5,returning_reid,23,120.7,0,32,8.8,43,0,2,3
5772,death,34,9.5,58.2,age10_hits1,,,,,,,,2,3
5856,exit,23,8.3,44.3,exit,,,,,,,,1,2
5856,death,23,8.3,44.3,age182_hits148,,,,,,,,1,2
5943,exit,32,112.9,114.8,exit,,,,,,,,0,1
5943,death,32,112.9,114.8,age179_hits154,,,,,,,,0,1
5946,birth,35,17.7,43.3,genuine,,,,32,119.1,3,0,1,1
5952,birth,32,113.6,114.5,returning_reid,35,111.0,0,32,0.7,9,0,2,2
5986,exit,32,131.0,133.6,exit,,,,,,,,1,2
5986,death,32,131.0,133.6,age35_hits21,,,,,,,,1,2
6022,birth,36,110.9,116.0,returning,35,105.8,0,32,26.8,36,0,2,2
6047,exit,35,13.6,39.2,exit,,,,,,,,1,2
6047,death,35,13.6,39.2,age102_hits83,,,,,,,,1,2
6089,birth,35,19.3,42.3,returning_reid,36,129.0,0,35,6.5,42,0,2,2
6124,exit,36,122.9,133.0,exit,,,,,,,,1,2
6124,death,36,122.9,133.0,age103_hits91,,,,,,,,1,2
6137,birth,36,119.5,115.3,returning_reid,35,63.6,0,36,18.1,13,0,2,2
6203,exit,36,131.1,124.6,exit,,,,,,,,1,2
6203,death,36,131.1,124.6,age67_hits45,,,,,,,,1,2
6239,birth,36,122.2,115.1,returning_reid,35,44.6,1,36,13.0,36,1,1,2
6320,exit,36,7.3,42.2,exit,,,,,,,,0,2
6320,death,36,7.3,42.2,age82_hits64,,,,,,,,0,2
6353,exit,35,94.6,142.5,exit,,,,,,,,0,1
6353,death,35,94.6,142.5,age265_hits214,,,,,,,,0,1
6361,birth,36,19.2,42.9,returning_reid,,,,36,11.9,41,0,1,1
6372,birth,37,9.5,58.3,duplicate_promoted,36,22.0,0,35,119.7,19,1,2,2
6376,birth,38,111.2,116.1,returning,36,98.6,0,35,31.2,23,0,2,3
6384,exit,37,11.2,58.8,exit,,,,,,,,1,3
6384,death,37,11.2,58.8,age13_hits4,,,,,,,,1,3
6434,birth,39,9.6,58.5,gate_miss,36,30.2,0,,,,1,3,3
6443,death,39,9.6,58.5,age10_hits1,,,,,,,,2,3
6463,exit,36,11.5,40.3,exit,,,,,,,,1,2
6463,death,36,11.5,40.3,age103_hits89,,,,,,,,1,2
6507,birth,40,145.2,27.3,gate_miss,38,80.2,0,36,134.3,44,0,2,2
6517,birth,41,21.1,42.1,genuine,38,103.8,0,,,,0,3,3
6536,exit,40,157.9,37.7,exit,,,,,,,,2,3
6536,death,40,157.9,37.7,age30_hits16,,,,,,,,2,3
6537,birth,40,146.9,30.5,returning_reid,38,76.7,1,40,13.2,1,0,3,3
6537,birth,42,155.6,34.0,gate_miss,38,77.4,1,,,,0,3,4
6549,exit,42,157.8,34.5,exit,,,,,,,,2,4
6549,death,42,157.8,34.5,age13_hits3,,,,,,,,2,4
6565,exit,40,159.7,37.5,exit,,,,,,,,2,3
6565,death,40,159.7,37.5,age29_hits10,,,,,,,,2,3
6570,birth,43,9.6,58.3,gate_miss,41,57.6,0,42,150.1,21,1,3,3
6580,exit,43,9.7,57.7,exit,,,,,,,,1,3
6580,death,43,9.7,57.7,age11_hits2,,,,,,,,1,3
6615,death,41,59.0,67.6,age99_hits72,,,,,,,,1,2
6616,recover,41,57.0,73.8,hidden1f,,,,,,1,,2,1
6700,birth,44,9.9,58.4,gate_miss,41,51.1,0,,,,1,3,3
6717,exit,44,9.4,59.9,exit,,,,,,,,2,3
6717,death,44,9.4,59.9,age18_hits2,,,,,,,,2,3
6733,birth,44,9.4,58.9,returning_reid,41,47.8,0,44,1.0,16,1,3,3
6742,death,44,9.4,58.9,age10_hits1,,,,,,,,2,3
6810,birth,45,9.7,58.9,gate_miss,41,53.8,0,,,,1,3,3
6820,exit,45,8.4,58.7,exit,,,,,,,,2,3
6820,death,45,8.4,58.7,age11_hits2,,,,,,,,2,3
6955,birth,46,9.8,59.0,gate_miss,41,42.5,0,,,,1,3,3
6966,exit,46,9.3,58.2,exit,,,,,,,,1,3
6966,death,46,9.3,58.2,age12_hits3,,,,,,,,1,3
7000,birth,47,76.0,108.3,contested,41,40.7,0,46,83.5,34,2,4,3
7000,birth,46,9.5,58.3,returning_reid,41,43.7,0,46,0.2,34,1,4,4
7009,death,46,9.5,58.3,age10_hits1,,,,,,,,2,4
7023,exit,41,72.4,104.9,exit,,,,,,,,2,3
7023,death,41,72.4,104.9,age408_hits324,,,,,,,,2,3
7047,birth,46,9.7,59.0,returning_reid,47,45.7,0,46,0.7,38,1,3,3
7056,death,46,9.7,59.0,age10_hits1,,,,,,,,3,3
7058,birth,41,73.7,104.4,returning_reid,47,32.8,0,41,1.4,35,1,3,3
7066,birth,46,9.8,58.9,returning_reid,47,47.3,0,46,0.2,10,1,3,4
7072,exit,41,56.5,121.2,exit,,,,,,,,3,4
7072,death,41,56.5,121.2,age15_hits2,,,,,,,,3,4
7096,exit,46,9.7,59.9,exit,,,,,,,,1,3
7096,death,46,9.7,59.9,age31_hits5,,,,,,,,1,3
7100,birth,46,10.1,58.2,returning_reid,47,39.7,0,46,1.7,4,1,3,3
7109,death,46,10.1,58.2,age10_hits1,,,,,,,,2,3
7174,exit,38,124.5,121.4,exit,,,,,,,,1,2
7174,death,38,124.5,121.4,age799_hits743,,,,,,,,1,2
7187,birth,38,135.8,112.3,returning_reid,47,63.0,0,38,14.5,13,0,2,2
7214,exit,38,146.4,116.4,exit,,,,,,,,1,2
7214,death,38,146.4,116.4,age28_hits19,,,,,,,,1,2
7218,birth,38,145.0,113.6,returning_reid,47,63.4,0,38,3.1,4,0,2,2
7227,death,38,145.0,113.6,age10_hits1,,,,,,,,1,2
7229,birth,38,143.3,114.7,returning_reid,47,69.2,0,38,2.0,2,0,2,2
7236,birth,48,9.4,59.1,genuine,47,100.1,1,,,,0,1,3
7252,exit,48,9.2,58.8,exit,,,,,,,,2,3
7252,death,48,9.2,58.8,age17_hits3,,,,,,,,2,3
7262,birth,48,9.5,58.8,returning_reid,47,87.2,0,48,0.3,10,0,2,3
7271,death,48,9.5,58.8,age10_hits1,,,,,,,,0,3
7272,exit,38,136.0,115.4,exit,,,,,,,,0,2
7272,death,38,136.0,115.4,age44_hits23,,,,,,,,0,2
7273,exit,47,74.4,112.2,exit,,,,,,,,0,1
7273,death,47,74.4,112.2,age274_hits216,,,,,,,,0,1
7280,birth,38,134.1,115.9,returning_reid,,,,38,1.9,8,0,1,1
7287,birth,47,78.9,110.5,returning_reid,38,50.1,0,47,4.7,14,1,2,2
7303,exit,38,136.5,116.8,exit,,,,,,,,0,2
7303,death,38,136.5,116.8,age24_hits12,,,,,,,,0,2
7309,birth,38,139.4,112.5,returning_reid,47,56.3,8,38,5.3,6,1,1,2
7310,exit,47,83.2,109.0,exit,,,,,,,,0,2
7310,death,47,83.2,109.0,age24_hits13,,,,,,,,0,2
7314,birth,47,79.3,109.2,returning_reid,,,,47,3.9,4,0,2,2
7334,birth,49,9.7,58.4,gate_miss,47,89.3,1,,,,0,2,3
7343,death,49,9.7,58.4,age10_hits1,,,,,,,,1,3
7347,exit,38,144.7,120.2,exit,,,,,,,,0,2
7347,death,38,144.7,120.2,age39_hits20,,,,,,,,0,2
7360,birth,38,140.3,113.0,returning_reid,47,62.7,3,38,8.4,13,0,1,2
7366,exit,47,73.1,111.0,exit,,,,,,,,1,2
7366,death,47,73.1,111.0,age53_hits22,,,,,,,,1,2
7382,exit,38,140.0,114.5,exit,,,,,,,,0,1
7382,death,38,140.0,114.5,age23_hits14,,,,,,,,0,1
7391,birth,47,80.0,109.6,returning_reid,,,,47,7.0,25,0,1,1
7405,exit,47,83.8,107.8,exit,,,,,,,,0,1
7405,death,47,83.8,107.8,age15_hits6,,,,,,,,0,1
7411,birth,38,137.5,111.3,returning_reid,,,,38,4.1,29,0,1,1
7437,birth,47,81.2,109.4,returning_reid,38,52.0,0,47,3.0,32,1,2,2
7452,exit,38,150.8,121.1,exit,,,,,,,,0,2
7452,death,38,150.8,121.1,age42_hits32,,,,,,,,0,2
7455,birth,38,152.1,117.2,returning_reid,47,73.5,0,38,4.0,3,0,2,2
7464,death,38,152.1,117.2,age10_hits1,,,,,,,,0,2
7468,birth,38,142.3,109.4,returning_reid,47,66.2,0,38,12.6,4,0,2,2
7527,exit,38,148.1,120.4,exit,,,,,,,,1,2
7527,death,38,148.1,120.4,age60_hits37,,,,,,,,1,2
7592,exit,47,87.6,112.2,exit,,,,,,,,0,1
7592,death,47,87.6,112.2,age156_hits123,,,,,,,,0,1
7593,birth,47,86.1,109.7,returning_reid,,,,47,3.0,1,0,1,1
7615,birth,50,142.8,112.5,gate_miss,47,69.0,0,,,,0,2,2
7634,exit,50,157.7,118.0,exit,,,,,,,,1,2
7634,death,50,157.7,118.0,age20_hits10,,,,,,,,1,2
7643,birth,50,148.8,112.7,returning_reid,47,72.8,0,50,10.3,9,0,2,2
7669,exit,50,159.0,120.7,exit,,,,,,,,1,2
7669,death,50,159.0,120.7,age27_hits7,,,,,,,,1,2
7681,birth,50,150.1,115.4,returning_reid,47,71.2,1,50,10.3,12,0,1,2
7690,death,50,150.1,115.4,age10_hits1,,,,,,,,1,2
7720,birth,51,9.9,58.0,gate_miss,47,85.8,0,50,151.6,30,0,2,2
7722,birth,50,140.4,112.9,returning_reid,47,57.7,0,50,10.1,32,1,3,3
7731,exit,51,9.0,57.8,exit,,,,,,,,2,3
7731,death,51,9.0,57.8,age12_hits3,,,,,,,,2,3
7772,birth,51,9.8,58.3,returning_reid,47,79.1,0,51,0.9,41,0,2,3
7778,exit,50,146.2,113.9,exit,,,,,,,,1,3
7778,death,50,146.2,113.9,age57_hits41,,,,,,,,1,3
7780,birth,50,149.1,112.8,returning_reid,47,71.0,0,50,3.1,2,0,2,3
7786,exit,51,8.2,59.0,exit,,,,,,,,2,3
7786,death,51,8.2,59.0,age15_hits4,,,,,,,,2,3
7805,birth,51,9.2,58.1,returning_reid,47,81.7,6,51,1.4,19,0,2,3
7815,exit,50,148.3,112.2,exit,,,,,,,,1,3
7815,death,50,148.3,112.2,age36_hits26,,,,,,,,1,3
7826,birth,50,148.3,112.0,returning_reid,47,78.8,2,50,0.2,11,0,1,3
7833,exit,51,9.7,58.2,exit,,,,,,,,1,3
7833,death,51,9.7,58.2,age29_hits10,,,,,,,,1,3
7854,birth,51,9.2,58.4,returning_reid,47,67.7,0,51,0.5,21,0,3,3
7887,death,47,54.2,79.0,age295_hits216,,,,,,,,0,3
7888,recover,47,67.4,69.6,hidden1f,51,,,,,1,,1,2
7889,exit,50,153.3,109.2,exit,,,,,,,,1,3
7889,death,50,153.3,109.2,age64_hits52,,,,,,,,1,3
7892,exit,51,9.2,58.3,exit,,,,,,,,1,2
7892,death,51,9.2,58.3,age39_hits19,,,,,,,,1,2
7899,birth,50,151.8,103.3,returning_reid,47,89.7,0,50,6.1,10,0,2,2
7909,birth,51,9.7,58.2,returning_reid,47,61.9,8,51,0.5,17,0,2,3
7910,exit,47,70.6,70.4,exit,,,,,,,,2,3
7910,death,47,70.6,70.4,age23_hits13,,,,,,,,2,3
7916,birth,47,76.7,67.7,returning_reid,51,67.3,0,47,6.7,6,0,3,3
7946,death,51,12.8,56.6,age38_hits22,,,,,,,,1,3
7948,recover,51,9.9,58.2,hidden2f,47,,,,,2,,3,2
7968,exit,47,-9.8,130.6,exit,,,,,,,,1,3
7968,death,47,-9.8,130.6,age53_hits39,,,,,,,,1,3
7996,exit,51,9.8,58.4,exit,,,,,,,,1,2
7996,death,51,9.8,58.4,age49_hits19,,,,,,,,1,2
7999,birth,52,9.1,97.5,returning,50,48.3,0,47,38.2,31,1,2,2
8000,birth,51,9.4,58.2,returning_reid,50,52.6,0,51,0.4,4,1,3,3
8010,exit,51,10.8,58.5,exit,,,,,,,,2,3
8010,death,51,10.8,58.5,age11_hits2,,,,,,,,2,3
8019,birth,51,9.6,58.7,duplicate_promoted_reid,52,20.9,0,51,1.2,9,2,3,3
8028,death,51,9.6,58.7,age10_hits1,,,,,,,,2,3
8140,birth,53,8.2,59.3,duplicate_promoted,52,18.9,0,,,,1,3,3
8174,death,52,13.8,54.6,age176_hits150,,,,,,,,2,3
8194,exit,53,49.4,93.2,exit,,,,,,,,1,2
8194,death,53,49.4,93.2,age55_hits29,,,,,,,,1,2
8206,recover,52,12.5,71.7,hidden32f,53,,,,,32,,2,1
8228,birth,54,8.3,59.2,returning,52,32.7,0,53,53.3,34,1,3,3
8305,exit,54,9.7,58.4,exit,,,,,,,,1,3
8305,death,54,9.7,58.4,age78_hits43,,,,,,,,1,3
8337,birth,54,9.7,58.3,returning_reid,52,76.3,0,54,0.1,32,0,3,3
8346,death,54,9.7,58.3,age10_hits1,,,,,,,,2,3
8395,exit,50,161.3,93.4,exit,,,,,,,,1,2
8395,death,50,161.3,93.4,age497_hits455,,,,,,,,1,2
8396,birth,55,9.8,58.0,gate_miss,52,89.3,0,50,155.6,1,0,2,2
8420,exit,52,183.1,58.1,exit,,,,,,,,0,2
8420,death,52,183.1,58.1,age215_hits156,,,,,,,,0,2
8428,exit,55,9.5,58.0,exit,,,,,,,,0,1
8428,death,55,9.5,58.0,age33_hits14,,,,,,,,0,1
8444,birth,56,154.9,99.5,returning,,,,52,50.1,24,0,1,1
8486,birth,57,9.3,58.1,genuine,56,128.0,0,,,,0,2,2
8504,exit,56,167.4,62.6,exit,,,,,,,,0,2
8504,death,56,167.4,62.6,age61_hits47,,,,,,,,0,2
8514,birth,58,151.1,93.0,returning,57,146.2,5,56,34.5,10,0,1,2
8518,exit,57,9.2,57.8,exit,,,,,,,,1,2
8518,death,57,9.2,57.8,age33_hits8,,,,,,,,1,2
8545,birth,57,9.5,58.0,returning_reid,58,87.3,0,57,0.3,27,0,2,2
8568,exit,57,8.8,58.3,exit,,,,,,,,0,2
8568,death,57,8.8,58.3,age24_hits8,,,,,,,,0,2
8575,exit,58,166.2,69.1,exit,,,,,,,,0,1
8575,death,58,166.2,69.1,age62_hits48,,,,,,,,0,1
8587,birth,59,150.9,111.7,returning,,,,58,45.3,12,0,1,1
8588,birth,57,9.4,58.1,returning_reid,,,,57,0.6,20,0,1,2
8596,death,59,150.9,111.7,age10_hits1,,,,,,,,0,2
8597,death,57,9.4,58.1,age10_hits1,,,,,,,,0,1
8612,birth,59,153.9,115.5,returning_reid,,,,59,4.9,16,0,1,1
