frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
1,birth,1,110.4,36.0,genuine,,,,,,,0,5,1
1,birth,2,73.3,73.3,genuine,,,,,,,0,5,2
1,birth,3,88.5,35.1,genuine,,,,,,,0,5,3
1,birth,4,156.0,78.4,genuine,,,,,,,0,5,4
1,birth,5,157.7,58.9,genuine,,,,,,,0,5,5
10,death,4,156.0,78.4,age10_hits1,,,,,,,,3,5
13,birth,4,157.6,58.5,returning_reid,1,45.2,0,4,19.9,3,2,5,5
22,death,4,157.6,58.5,age10_hits1,,,,,,,,4,5
27,birth,6,4.3,105.8,gate_miss,2,76.5,0,4,160.4,5,0,5,5
28,birth,4,157.8,58.1,returning_reid,3,47.4,1,4,0.4,6,2,5,6
47,exit,4,157.5,57.7,exit,,,,,,,,5,6
47,death,4,157.5,57.7,age20_hits4,,,,,,,,5,6
53,birth,4,157.5,58.0,returning_reid,1,51.0,0,4,0.3,6,2,6,6
75,birth,7,157.6,58.4,contested,3,45.3,1,,,,3,5,7
80,exit,5,93.9,33.6,exit,,,,,,,,4,7
80,death,5,93.9,33.6,age80_hits59,,,,,,,,4,7
87,exit,4,55.8,70.1,exit,,,,,,,,5,6
87,death,4,55.8,70.1,age35_hits17,,,,,,,,5,6
91,birth,5,116.4,24.0,duplicate_promoted_reid,1,13.0,0,5,24.4,11,4,7,6
94,birth,8,121.4,32.0,duplicate_promoted,5,10.1,0,4,75.9,7,5,6,7
123,death,5,117.5,28.3,age33_hits20,,,,,,,,4,7
141,death,3,128.7,71.9,age141_hits111,,,,,,,,4,6
192,recover,3,157.4,56.4,hidden51f,7,,,,,51,,4,5
194,exit,2,56.9,76.5,exit,,,,,,,,5,6
194,death,2,56.9,76.5,age194_hits164,,,,,,,,5,6
196,recover,5,73.9,73.6,hidden73f,8,,,,,73,,4,5
206,exit,5,248.2,266.2,exit,,,,,,,,5,6
206,death,5,248.2,266.2,age11_hits2,,,,,,,,5,6
208,birth,2,74.4,73.0,returning_reid,6,40.4,0,2,17.9,14,2,6,6
217,death,2,74.4,73.0,age10_hits1,,,,,,,,3,6
224,exit,8,0.9,121.2,exit,,,,,,,,4,5
224,death,8,0.9,121.2,age131_hits105,,,,,,,,4,5
253,birth,9,157.4,56.8,contested,7,49.7,0,2,84.6,36,2,4,5
254,exit,3,152.1,-11.6,exit,,,,,,,,4,5
254,death,3,152.1,-11.6,age63_hits24,,,,,,,,4,5
273,birth,10,74.0,73.6,contested,6,41.3,0,3,115.6,19,2,4,5
275,exit,9,152.2,-11.8,exit,,,,,,,,4,5
275,death,9,152.2,-11.8,age23_hits13,,,,,,,,4,5
281,birth,11,157.6,56.7,contested,7,50.6,0,3,68.5,27,2,5,5
296,death,10,75.4,74.4,age24_hits7,,,,,,,,2,5
296,exit,11,154.3,-15.8,exit,,,,,,,,2,5
296,death,11,154.3,-15.8,age16_hits3,,,,,,,,2,5
303,death,1,116.9,26.9,age303_hits274,,,,,,,,2,3
308,recover,10,73.2,72.8,hidden12f,6,,,,,12,,4,2
308,recover,1,157.3,57.5,hidden5f,7,,,,,5,,4,3
315,birth,1,108.2,32.2,duplicate_promoted_reid,7,11.4,0,1,10.2,12,4,5,5
343,exit,1,157.6,55.7,exit,,,,,,,,3,5
343,death,1,157.6,55.7,age36_hits14,,,,,,,,3,5
352,birth,12,117.2,25.1,duplicate_promoted,7,12.5,0,1,50.7,9,3,4,5
356,exit,1,164.8,58.4,exit,,,,,,,,3,5
356,death,1,164.8,58.4,age42_hits20,,,,,,,,3,5
379,exit,12,183.7,78.3,exit,,,,,,,,3,4
379,death,12,183.7,78.3,age28_hits11,,,,,,,,3,4
387,birth,1,157.6,56.7,returning_reid,7,51.7,0,1,1.1,44,1,4,4
389,birth,13,117.0,25.2,duplicate_promoted,7,12.0,0,1,58.3,33,2,4,5
409,birth,14,4.5,113.8,gate_miss,10,75.9,0,12,182.7,30,0,4,6
417,death,13,116.3,24.7,age29_hits10,,,,,,,,3,6
428,recover,13,157.7,56.1,hidden11f,7,,,,,11,,5,5
440,exit,1,116.2,20.5,exit,,,,,,,,5,6
440,death,1,116.2,20.5,age54_hits20,,,,,,,,5,6
445,birth,13,110.0,35.1,duplicate_promoted_reid,7,11.7,0,13,12.2,28,4,6,6
456,death,13,110.9,35.0,age12_hits3,,,,,,,,4,6
459,recover,13,117.1,24.8,hidden3f,7,,,,,3,,5,5
485,exit,13,156.8,56.7,exit,,,,,,,,3,6
485,death,13,156.8,56.7,age58_hits29,,,,,,,,3,6
488,exit,14,10.7,117.1,exit,,,,,,,,3,5
488,death,14,10.7,117.1,age80_hits59,,,,,,,,3,5
490,birth,14,11.2,116.5,returning_reid,10,70.6,0,14,0.8,2,0,5,5
499,birth,13,157.2,56.2,returning_reid,7,49.6,0,13,0.6,14,2,6,6
515,birth,15,91.2,15.9,duplicate_promoted,6,19.3,0,,,,3,5,7
518,exit,10,62.8,77.3,exit,,,,,,,,5,7
518,death,10,62.8,77.3,age211_hits172,,,,,,,,5,7
524,birth,10,74.8,78.1,returning_reid,6,45.6,0,10,12.0,6,2,6,7
530,exit,14,16.1,118.4,exit,,,,,,,,6,7
530,death,14,16.1,118.4,age41_hits21,,,,,,,,6,7
531,birth,14,10.6,118.2,returning_reid,10,77.0,1,14,5.5,1,0,6,7
539,death,10,74.9,75.9,age16_hits5,,,,,,,,5,7
540,death,14,10.6,118.2,age10_hits1,,,,,,,,4,6
542,recover,10,65.8,83.9,hidden3f,6,,,,,3,,5,5
547,birth,14,7.1,114.9,returning_reid,10,65.6,0,14,4.8,7,0,6,7
555,death,7,110.8,35.1,age481_hits380,,,,,,,,6,7
568,exit,10,62.2,82.2,exit,,,,,,,,5,6
568,death,10,62.2,82.2,age27_hits18,,,,,,,,5,6
574,recover,7,64.8,83.2,hidden19f,13,,,,,19,,5,5
595,death,13,111.4,34.3,age137_hits124,,,,,,,,5,6
610,recover,13,108.4,32.9,hidden15f,15,,,,,15,,5,5
613,exit,14,-1.7,76.8,exit,,,,,,,,5,6
613,death,14,-1.7,76.8,age67_hits50,,,,,,,,5,6
616,birth,14,5.4,66.2,returning_reid,7,69.1,0,14,12.8,3,0,5,6
627,birth,13,111.3,36.2,duplicate_promoted_reid,13,11.4,0,13,1.9,32,4,6,7
629,exit,15,234.4,7.6,exit,,,,,,,,6,7
629,death,15,234.4,7.6,age115_hits97,,,,,,,,6,7
643,exit,13,232.2,5.2,exit,,,,,,,,5,6
643,death,13,232.2,5.2,age17_hits6,,,,,,,,5,6
658,birth,16,121.7,31.4,duplicate_promoted,13,11.7,0,13,113.5,15,4,7,6
659,birth,17,143.4,27.2,contested,13,32.7,0,13,91.5,16,3,7,7
674,exit,17,56.2,43.2,exit,,,,,,,,7,7
674,death,17,56.2,43.2,age16_hits6,,,,,,,,7,7
676,birth,18,116.6,24.5,duplicate_promoted,16,9.3,0,17,63.2,2,5,7,7
685,exit,13,148.7,25.9,exit,,,,,,,,4,7
