timestamp,frame,mode,view,n_det,background,threshold,cx,cy,area_px,val_max,aspect,extent,peaks,std_c,skin_px,priority,note
2026-08-21T15:55:05.430,109,RAD,horizontal,2,22.49,24.99,85.5,111.3,455,30.10,0.77,0.66,9,0.90,0,0,horizontal best
2026-08-21T15:55:05.430,109,RAD,horizontal,2,22.49,24.99,77.7,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:05.531,110,RAD,horizontal,2,22.49,24.99,85.5,111.4,446,30.10,0.77,0.65,9,0.90,0,0,horizontal best
2026-08-21T15:55:05.531,110,RAD,horizontal,2,22.49,24.99,77.7,21.7,24,28.39,1.00,0.67,1,0.97,0,0,horizontal best
2026-08-21T15:55:05.657,111,RAD,horizontal,2,22.49,24.99,85.4,111.4,450,30.10,0.77,0.65,9,0.90,0,0,horizontal best
2026-08-21T15:55:05.657,111,RAD,horizontal,2,22.49,24.99,77.7,21.7,24,28.39,1.00,0.67,1,0.97,0,0,horizontal best
2026-08-21T15:55:05.753,112,RAD,horizontal,2,22.54,25.04,85.4,111.4,453,30.23,0.77,0.66,9,0.92,0,0,horizontal best
2026-08-21T15:55:05.753,112,RAD,horizontal,2,22.54,25.04,77.7,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:05.881,113,RAD,horizontal,2,22.54,25.04,85.3,111.4,448,30.23,0.77,0.65,9,0.91,0,0,horizontal best
2026-08-21T15:55:05.881,113,RAD,horizontal,2,22.54,25.04,77.7,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:05.975,114,RAD,horizontal,2,22.54,25.04,85.3,111.5,448,30.23,0.77,0.65,9,0.90,0,0,horizontal best
2026-08-21T15:55:05.975,114,RAD,horizontal,2,22.54,25.04,77.7,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:06.100,115,RAD,horizontal,2,22.54,25.04,85.4,111.5,446,30.23,0.77,0.65,9,0.90,0,0,horizontal best
2026-08-21T15:55:06.100,115,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:06.232,116,RAD,horizontal,2,22.54,25.04,85.4,111.5,446,30.23,0.77,0.65,9,0.91,0,0,horizontal best
2026-08-21T15:55:06.232,116,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.39,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:06.327,117,RAD,horizontal,2,22.54,25.04,85.4,111.3,458,30.23,0.77,0.66,10,0.93,0,0,horizontal best
2026-08-21T15:55:06.327,117,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.37,1.00,0.67,1,0.96,0,0,horizontal best
2026-08-21T15:55:06.456,118,RAD,horizontal,2,22.54,25.04,85.5,111.3,454,30.23,0.77,0.66,10,0.93,0,0,horizontal best
2026-08-21T15:55:06.456,118,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.26,1.00,0.67,1,0.93,0,0,horizontal best
2026-08-21T15:55:06.551,119,RAD,horizontal,2,22.54,25.04,85.5,111.3,454,30.25,0.77,0.66,10,0.91,0,0,horizontal best
2026-08-21T15:55:06.551,119,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.28,1.00,0.67,1,0.95,0,0,horizontal best
2026-08-21T15:55:06.679,120,RAD,horizontal,2,22.54,25.04,85.5,111.3,454,30.25,0.77,0.66,10,0.92,0,0,horizontal best
2026-08-21T15:55:06.679,120,RAD,horizontal,2,22.54,25.04,77.8,21.7,24,28.28,1.00,0.67,1,0.94,0,0,horizontal best
2026-08-21T15:55:06.777,121,RAD,horizontal,2,22.51,25.01,85.5,111.3,452,30.21,0.77,0.66,9,0.92,0,0,horizontal best
2026-08-21T15:55:06.777,121,RAD,horizontal,2,22.51,25.01,77.8,21.7,24,28.28,1.00,0.67,1,0.94,0,0,horizontal best
2026-08-21T15:55:06.905,122,RAD,horizontal,2,22.51,25.01,85.6,111.5,446,30.19,0.77,0.65,8,0.91,0,0,horizontal best
2026-08-21T15:55:06.905,122,RAD,horizontal,2,22.51,25.01,77.7,21.6,25,28.28,1.00,0.69,1,0.96,0,0,horizontal best
2026-08-21T15:55:07.000,123,RAD,horizontal,2,22.51,25.01,85.6,111.5,449,30.16,0.77,0.65,9,0.89,0,0,horizontal best
2026-08-21T15:55:07.000,123,RAD,horizontal,2,22.51,25.01,77.7,21.6,25,28.35,1.00,0.69,1,0.96,0,0,horizontal best
