frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
210,birth,11,158.1,57.4,returning_reid,4,41.7,0,11,1.2,2,2,5,6
223,birth,12,20.0,114.7,gate_miss,1,68.6,0,6,183.5,40,0,6,7
233,birth,13,158.2,57.2,contested,4,41.6,0,,,,2,6,8
237,death,2,90.1,20.5,age237_hits225,,,,,,,,5,8
239,exit,11,97.1,-55.0,exit,,,,,,,,5,7
239,death,11,97.1,-55.0,age30_hits10,,,,,,,,5,7
244,birth,14,157.9,57.2,contested,4,33.7,0,2,77.1,7,2,6,7
252,recover,2,143.2,27.9,hidden15f,10,,,,,15,,5,7
254,exit,13,1.2,10.5,exit,,,,,,,,6,8
254,death,13,1.2,10.5,age22_hits6,,,,,,,,6,8
257,birth,15,157.9,57.7,contested,14,35.0,0,2,77.4,20,3,7,8
272,exit,15,158.5,58.4,exit,,,,,,,,6,8
272,death,15,158.5,58.4,age16_hits7,,,,,,,,6,8
273,birth,15,157.9,57.1,returning_reid,14,32.9,0,15,1.4,1,3,7,8
273,exit,2,94.2,15.8,exit,,,,,,,,7,8
273,death,2,94.2,15.8,age22_hits9,,,,,,,,7,8
287,exit,12,34.9,130.5,exit,,,,,,,,5,7
287,death,12,34.9,130.5,age65_hits49,,,,,,,,5,7
321,exit,4,44.7,-5.8,exit,,,,,,,,4,6
321,death,4,44.7,-5.8,age321_hits278,,,,,,,,4,6
326,birth,16,143.1,28.3,duplicate_promoted,9,25.4,0,4,104.2,5,4,6,6
364,birth,17,23.7,114.6,gate_miss,1,64.7,0,4,122.2,43,0,6,7
366,exit,16,77.9,10.3,exit,,,,,,,,7,7
366,death,16,77.9,10.3,age41_hits18,,,,,,,,7,7
367,birth,18,142.8,27.6,duplicate_promoted,9,24.7,0,16,67.1,1,4,6,7
374,birth,16,94.2,15.2,duplicate_promoted_reid,10,20.7,0,16,17.0,8,4,6,8
383,death,1,70.8,72.9,age383_hits322,,,,,,,,6,8
389,recover,1,72.1,73.7,hidden6f,10,,,,,6,,8,7
430,death,18,143.1,28.8,age64_hits47,,,,,,,,6,8
434,exit,15,100.7,-47.2,exit,,,,,,,,6,7
434,death,15,100.7,-47.2,age162_hits115,,,,,,,,6,7
446,exit,1,52.4,78.5,exit,,,,,,,,6,6
446,death,1,52.4,78.5,age58_hits40,,,,,,,,6,6
447,recover,18,142.4,31.5,hidden17f,9,,,,,17,,6,5
454,birth,1,74.7,70.1,returning_reid,10,36.5,0,1,23.8,8,3,6,7
468,exit,9,157.8,56.9,exit,,,,,,,,4,7
468,death,9,157.8,56.9,age411_hits393,,,,,,,,4,7
474,exit,1,67.0,79.3,exit,,,,,,,,5,6
474,death,1,67.0,79.3,age21_hits3,,,,,,,,5,6
482,birth,1,74.7,72.0,returning_reid,10,38.5,0,1,10.6,8,3,6,6
492,death,1,76.2,79.0,age11_hits2,,,,,,,,5,6
495,recover,1,61.5,81.1,hidden3f,10,,,,,3,,6,5
502,birth,9,157.8,56.9,returning_reid,16,30.5,1,9,0.1,34,3,6,7
519,exit,9,156.7,56.3,exit,,,,,,,,6,7
519,death,9,156.7,56.3,age18_hits6,,,,,,,,6,7
520,birth,9,157.5,57.3,returning_reid,16,32.2,0,9,1.2,1,3,7,7
542,birth,19,157.7,57.3,contested,16,32.8,0,,,,3,7,8
545,birth,20,121.0,30.7,duplicate_promoted,9,7.9,0,,,,6,8,9
567,exit,17,5.5,110.8,exit,,,,,,,,5,9
567,death,17,5.5,110.8,age204_hits185,,,,,,,,5,9
570,exit,9,94.9,16.1,exit,,,,,,,,5,8
570,death,9,94.9,16.1,age51_hits23,,,,,,,,5,8
571,birth,21,3.3,79.8,returning,1,71.9,0,17,31.1,4,0,6,8
572,death,18,93.2,14.9,age126_hits96,,,,,,,,6,8
575,exit,19,157.3,58.1,exit,,,,,,,,6,7
575,death,19,157.3,58.1,age34_hits18,,,,,,,,6,7
586,recover,18,143.1,27.3,hidden14f,10,,,,,14,,8,6
586,birth,19,157.7,58.3,returning_reid,20,50.8,0,19,0.4,11,2,8,8
625,exit,19,158.9,57.9,exit,,,,,,,,6,8
625,death,19,158.9,57.9,age40_hits15,,,,,,,,6,8
640,birth,22,87.3,15.8,duplicate_promoted,16,7.1,0,19,83.1,15,5,8,8
642,birth,19,158.2,57.3,returning_reid,18,33.0,0,19,0.9,17,3,8,9
661,exit,21,12.1,144.7,exit,,,,,,,,6,9
661,death,21,12.1,144.7,age91_hits81,,,,,,,,6,9
661,exit,19,158.1,56.8,exit,,,,,,,,6,9
661,death,19,158.1,56.8,age20_hits4,,,,,,,,6,9
662,exit,16,66.3,15.8,exit,,,,,,,,6,7
662,death,16,66.3,15.8,age289_hits238,,,,,,,,6,7
676,birth,19,158.3,57.0,returning_reid,18,32.6,0,19,0.3,15,3,6,7
681,birth,23,117.4,26.0,duplicate_promoted,14,13.4,0,16,52.1,19,6,8,8
692,exit,22,93.0,14.4,exit,,,,,,,,5,8
692,death,22,93.0,14.4,age53_hits24,,,,,,,,5,8
695,birth,22,87.8,16.4,duplicate_promoted_reid,20,6.5,0,22,5.6,3,5,7,8
696,exit,19,157.7,58.3,exit,,,,,,,,5,8
696,death,19,157.7,58.3,age21_hits9,,,,,,,,5,8
699,birth,19,158.1,57.3,returning_reid,18,33.1,0,19,1.1,3,3,6,8
704,death,22,87.8,16.4,age10_hits1,,,,,,,,5,8
709,birth,24,20.4,117.0,gate_miss,1,68.2,0,22,121.1,5,0,5,8
716,birth,22,94.9,15.5,duplicate_promoted_reid,20,7.0,0,22,7.1,12,5,7,9
730,death,22,94.3,14.5,age15_hits4,,,,,,,,7,9
732,exit,19,156.4,61.2,exit,,,,,,,,7,8
732,death,19,156.4,61.2,age34_hits11,,,,,,,,7,8
736,recover,22,94.5,15.8,hidden6f,20,,,,,6,,8,7
740,birth,19,157.9,57.9,returning_reid,18,33.9,0,19,3.7,8,3,8,9
758,exit,22,94.7,15.1,exit,,,,,,,,6,9
758,death,22,94.7,15.1,age23_hits14,,,,,,,,6,9
759,exit,19,159.1,57.3,exit,,,,,,,,6,8
759,death,19,159.1,57.3,age20_hits3,,,,,,,,6,8
761,birth,19,158.4,58.0,returning_reid,18,33.9,0,19,1.0,2,3,7,8
766,exit,20,65.6,19.1,exit,,,,,,,,5,8
766,death,20,65.6,19.1,age222_hits184,,,,,,,,5,8
771,exit,19,159.4,56.2,exit,,,,,,,,6,7
771,death,19,159.4,56.2,age11_hits2,,,,,,,,6,7
780,birth,19,158.0,56.7,returning_reid,18,33.1,0,19,1.5,9,3,8,7
781,birth,22,91.6,14.8,duplicate_promoted_reid,10,20.4,0,22,3.1,23,4,7,8
789,exit,24,27.6,128.5,exit,,,,,,,,5,8
789,death,24,27.6,128.5,age81_hits68,,,,,,,,5,8
793,death,22,91.2,13.7,age13_hits4,,,,,,,,6,7
798,recover,22,90.2,14.9,hidden5f,10,,,,,5,,6,6
830,birth,24,20.3,115.3,returning_reid,1,63.2,0,24,15.1,41,0,6,8
854,death,22,85.8,14.1,age57_hits44,,,,,,,,5,8
862,death,18,143.0,27.8,age277_hits238,,,,,,,,5,7
864,recover,18,157.6,57.0,hidden2f,23,,,,,2,,4,6
875,recover,22,78.7,18.2,hidden21f,10,,,,,21,,6,7
877,exit,18,157.5,57.8,exit,,,,,,,,5,8
877,death,18,157.5,57.8,age14_hits3,,,,,,,,5,8
881,birth,18,142.8,28.4,duplicate_promoted_reid,23,25.4,0,18,0.6,19,5,6,8
887,birth,25,121.0,30.9,duplicate_promoted,23,7.6,0,22,39.0,33,5,9,9
887,birth,18,157.4,56.3,returning_reid,18,31.5,0,18,1.5,10,4,9,10
888,exit,19,187.6,112.8,exit,,,,,,,,7,10
888,death,19,187.6,112.8,age109_hits51,,,,,,,,7,10
901,exit,18,158.3,56.8,exit,,,,,,,,7,9
901,death,18,158.3,56.8,age15_hits2,,,,,,,,7,9
911,exit,25,214.5,72.0,exit,,,,,,,,6,8
911,death,25,214.5,72.0,age25_hits9,,,,,,,,6,8
912,death,18,142.7,25.7,age32_hits17,,,,,,,,6,7
915,recover,18,157.5,56.1,hidden3f,23,,,,,3,,7,6
918,birth,18,157.6,56.4,returning_reid,18,35.8,0,18,0.8,17,3,8,8
932,exit,22,100.2,14.4,exit,,,,,,,,6,8
932,death,22,100.2,14.4,age58_hits46,,,,,,,,6,8
980,death,18,142.6,28.6,age66_hits44,,,,,,,,6,7
993,recover,18,157.6,57.4,hidden13f,23,,,,,13,,7,6
1003,exit,18,158.6,55.0,exit,,,,,,,,4,7
1003,death,18,158.6,55.0,age11_hits2,,,,,,,,4,7
1046,birth,18,157.7,56.7,returning_reid,18,32.4,0,18,1.9,43,3,7,7
