frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
641,birth,1,157.9,57.1,returning_reid,1,31.6,0,1,1.2,21,3,5,5
650,death,1,157.9,57.1,age10_hits1,,,,,,,,4,5
668,birth,17,120.7,37.0,duplicate_promoted,2,11.9,0,1,42.3,18,4,4,5
685,exit,16,158.8,56.6,exit,,,,,,,,3,5
685,death,16,158.8,56.6,age52_hits19,,,,,,,,3,5
692,birth,18,120.9,37.2,duplicate_promoted,2,11.7,0,1,42.0,42,3,4,5
710,death,18,120.7,37.2,age19_hits4,,,,,,,,4,5
718,recover,18,157.6,57.2,hidden8f,2,,,,,8,,5,4
727,exit,17,83.8,17.0,exit,,,,,,,,4,5
727,death,17,83.8,17.0,age60_hits23,,,,,,,,4,5
736,birth,18,120.7,37.3,duplicate_promoted_reid,2,11.7,0,18,0.1,26,3,5,5
766,birth,19,157.9,57.0,contested,1,31.8,0,17,84.3,39,3,4,6
767,exit,18,31.2,134.4,exit,,,,,,,,4,6
767,death,18,31.2,134.4,age32_hits9,,,,,,,,4,6
776,exit,19,156.5,58.0,exit,,,,,,,,1,5
776,death,19,156.5,58.0,age11_hits2,,,,,,,,1,5
815,exit,1,158.4,57.3,exit,,,,,,,,3,4
815,death,1,158.4,57.3,age220_hits201,,,,,,,,3,4
856,exit,18,157.3,58.0,exit,,,,,,,,2,3
856,death,18,157.3,58.0,age139_hits81,,,,,,,,2,3
867,birth,20,75.5,17.7,contested,2,44.9,0,18,91.1,11,2,3,3
868,birth,18,157.6,57.0,returning_reid,2,48.0,0,18,1.1,12,1,4,4
901,birth,21,141.3,27.1,duplicate_promoted,2,22.4,0,,,,3,5,5
912,exit,20,82.5,16.6,exit,,,,,,,,4,5
912,death,20,82.5,16.6,age46_hits37,,,,,,,,4,5
916,birth,22,121.4,39.0,duplicate_promoted,2,12.4,0,20,44.8,4,4,5,5
933,death,22,121.2,38.7,age18_hits3,,,,,,,,4,5
1002,recover,22,121.4,39.1,hidden69f,2,,,,,69,,5,4
1014,death,22,121.4,39.1,age13_hits3,,,,,,,,3,5
1052,birth,23,91.1,111.8,gate_miss,13,38.7,0,22,78.8,38,1,6,5
1053,birth,24,82.2,115.9,gate_miss,13,42.2,0,22,86.3,39,1,6,6
1058,recover,22,157.7,56.8,hidden44f,2,,,,,44,,4,6
1062,exit,23,115.9,128.7,exit,,,,,,,,4,7
1062,death,23,115.9,128.7,age11_hits2,,,,,,,,4,7
1066,exit,18,81.6,13.6,exit,,,,,,,,4,6
1066,death,18,81.6,13.6,age199_hits142,,,,,,,,4,6
1070,exit,24,45.6,117.0,exit,,,,,,,,4,5
1070,death,24,45.6,117.0,age18_hits3,,,,,,,,4,5
1090,birth,25,121.0,37.5,duplicate_promoted,2,11.2,0,18,46.1,24,4,5,5
1128,death,25,120.8,39.0,age39_hits20,,,,,,,,4,5
1154,recover,25,78.1,71.3,hidden26f,2,,,,,26,,4,4
1168,birth,26,88.2,14.3,returning,2,33.7,0,25,40.9,40,3,6,6
1177,death,26,88.2,14.3,age10_hits1,,,,,,,,3,6
1186,birth,27,142.7,29.3,duplicate_promoted,2,24.0,0,26,56.5,9,3,5,6
1188,death,25,77.6,71.1,age35_hits20,,,,,,,,4,6
1203,exit,22,158.0,56.9,exit,,,,,,,,3,5
1203,death,22,158.0,56.9,age146_hits107,,,,,,,,3,5
1210,recover,25,65.0,62.3,hidden22f,13,,,,,22,,4,4
1220,death,25,64.4,63.2,age11_hits2,,,,,,,,3,5
1223,recover,25,89.0,15.8,hidden3f,13,,,,,3,,4,4
1236,exit,21,225.1,86.7,exit,,,,,,,,4,5
1236,death,21,225.1,86.7,age336_hits297,,,,,,,,4,5
1248,birth,22,157.7,56.4,returning_reid,27,30.7,0,22,0.6,45,2,5,5
1252,exit,25,64.5,18.4,exit,,,,,,,,4,5
1252,death,25,64.5,18.4,age30_hits21,,,,,,,,4,5
1272,birth,28,157.8,56.9,contested,27,31.0,0,21,73.6,36,3,5,5
1304,death,22,121.1,38.6,age57_hits31,,,,,,,,4,5
1308,recover,22,78.6,71.3,hidden4f,2,,,,,4,,5,4
1328,exit,28,157.7,55.8,exit,,,,,,,,4,5
1328,death,28,157.7,55.8,age57_hits32,,,,,,,,4,5
1337,birth,28,157.7,56.4,returning_reid,27,30.5,0,28,0.6,9,3,5,5
1340,birth,29,76.1,18.3,returning,2,43.4,1,22,49.4,36,3,3,6
1347,exit,28,157.5,55.5,exit,,,,,,,,5,6
1347,death,28,157.5,55.5,age11_hits2,,,,,,,,5,6
1367,death,22,121.3,38.6,age60_hits28,,,,,,,,4,5
1382,recover,22,121.0,38.9,hidden15f,2,,,,,15,,5,4
1398,death,22,122.5,42.3,age17_hits3,,,,,,,,4,5
1407,exit,29,4.4,188.2,exit,,,,,,,,3,4
1407,death,29,4.4,188.2,age68_hits55,,,,,,,,3,4
1439,recover,22,120.9,39.2,hidden41f,2,,,,,41,,4,3
1478,exit,27,57.3,65.0,exit,,,,,,,,3,4
1478,death,27,57.3,65.0,age293_hits279,,,,,,,,3,4
1506,birth,30,120.6,37.7,duplicate_promoted,2,12.4,0,27,69.0,28,3,4,4
1541,birth,31,89.2,15.0,contested,2,31.7,0,,,,4,5,5
1557,exit,31,83.8,15.3,exit,,,,,,,,4,5
1557,death,31,83.8,15.3,age17_hits4,,,,,,,,4,5
1561,birth,32,158.3,56.6,contested,22,31.5,0,31,85.2,4,3,5,5
1578,exit,32,158.0,50.4,exit,,,,,,,,4,5
1578,death,32,158.0,50.4,age18_hits7,,,,,,,,4,5
1582,birth,32,158.2,58.0,returning_reid,22,32.7,0,32,7.5,4,3,5,5
1597,exit,32,158.3,57.0,exit,,,,,,,,3,5
1597,death,32,158.3,57.0,age16_hits4,,,,,,,,3,5
1607,birth,33,121.2,38.1,duplicate_promoted,2,12.3,0,32,41.7,10,3,4,5
1610,exit,30,230.9,92.6,exit,,,,,,,,3,5
1610,death,30,230.9,92.6,age105_hits90,,,,,,,,3,5
1618,birth,32,158.2,57.4,returning_reid,22,32.0,0,32,0.4,21,3,4,5
1626,death,33,121.0,38.4,age20_hits3,,,,,,,,4,5
1639,recover,33,158.1,57.8,hidden13f,2,,,,,13,,5,4
1653,exit,32,121.6,38.2,exit,,,,,,,,4,5
1653,death,32,121.6,38.2,age36_hits12,,,,,,,,4,5
1657,birth,33,121.3,39.7,duplicate_promoted_reid,2,13.1,0,33,1.4,31,4,5,5
1668,death,33,122.1,37.3,age12_hits3,,,,,,,,3,5
1709,exit,33,32.5,-0.7,exit,,,,,,,,3,4
1709,death,33,32.5,-0.7,age71_hits48,,,,,,,,3,4
1716,recover,33,157.5,57.1,hidden48f,2,,,,,48,,4,3
1764,birth,34,120.6,39.4,duplicate_promoted,2,13.4,0,,,,4,4,5
1785,birth,35,79.3,90.0,gate_miss,13,31.6,0,,,,1,5,6
1790,death,2,119.2,23.8,age1790_hits1729,,,,,,,,4,6
1794,death,35,79.3,90.0,age10_hits1,,,,,,,,3,5
1799,exit,33,156.4,58.4,exit,,,,,,,,3,4
1799,death,33,156.4,58.4,age84_hits52,,,,,,,,3,4
1810,recover,2,121.1,39.2,hidden20f,34,,,,,20,,4,3
1826,exit,2,239.1,99.0,exit,,,,,,,,3,4
1826,death,2,239.1,99.0,age17_hits5,,,,,,,,3,4
1829,birth,2,121.1,39.7,duplicate_promoted_reid,34,12.6,0,2,16.0,39,2,3,4
1838,death,2,121.1,39.7,age10_hits1,,,,,,,,3,4
1848,birth,36,157.5,56.4,returning,22,30.1,0,2,40.1,10,2,4,4
1869,exit,36,158.2,56.2,exit,,,,,,,,2,4
1869,death,36,158.2,56.2,age22_hits7,,,,,,,,2,4
1871,birth,36,157.8,56.8,returning_reid,22,30.7,0,36,0.8,2,2,4,4
1881,exit,36,156.3,62.7,exit,,,,,,,,2,4
1881,death,36,156.3,62.7,age11_hits2,,,,,,,,2,4
1899,birth,36,157.5,56.6,returning_reid,22,30.2,0,36,6.2,18,2,3,4
1904,exit,13,88.6,15.1,exit,,,,,,,,2,4
1904,death,13,88.6,15.1,age1480_hits1398,,,,,,,,2,4
1923,exit,36,157.6,55.6,exit,,,,,,,,2,3
1923,death,36,157.6,55.6,age25_hits3,,,,,,,,2,3
1942,birth,36,157.7,56.5,returning_reid,22,30.3,0,36,0.9,19,2,3,3
1960,exit,36,157.8,56.5,exit,,,,,,,,2,3
1960,death,36,157.8,56.5,age19_hits6,,,,,,,,2,3
1964,birth,36,157.7,56.6,returning_reid,22,30.7,0,36,0.1,4,2,3,3
1986,exit,36,96.0,25.7,exit,,,,,,,,2,3
1986,death,36,96.0,25.7,age23_hits9,,,,,,,,2,3
1992,birth,37,157.7,57.3,contested,22,31.3,0,36,69.3,6,2,3,3
1995,birth,36,86.4,15.2,returning_reid,34,36.0,0,36,14.3,9,2,3,4
2002,birth,38,77.0,86.2,gate_miss,36,71.8,0,,,,0,5,5
2012,death,38,77.5,88.9,age11_hits2,,,,,,,,3,5
2031,exit,36,64.9,17.5,exit,,,,,,,,3,4
2031,death,36,64.9,17.5,age37_hits24,,,,,,,,3,4
2037,recover,38,77.7,71.1,hidden25f,,,,,,25,,3,3
2045,birth,39,157.7,56.6,duplicate_promoted,38,26.9,0,38,86.4,33,3,4,5
2045,exit,37,30.4,-5.4,exit,,,,,,,,4,5
2045,death,37,30.4,-5.4,age54_hits24,,,,,,,,4,5
2056,exit,38,159.5,29.3,exit,,,,,,,,2,4
2056,death,38,159.5,29.3,age20_hits7,,,,,,,,2,4
2063,exit,39,157.4,55.6,exit,,,,,,,,2,3
2063,death,39,157.4,55.6,age19_hits9,,,,,,,,2,3
2064,birth,39,157.5,56.4,returning_reid,22,30.0,0,39,0.8,1,2,3,3
2079,exit,39,157.3,56.0,exit,,,,,,,,2,3
2079,death,39,157.3,56.0,age16_hits6,,,,,,,,2,3
2146,birth,40,157.5,56.6,contested,34,30.9,0,,,,2,3,3
2163,exit,40,157.2,57.4,exit,,,,,,,,2,3
2163,death,40,157.2,57.4,age18_hits5,,,,,,,,2,3
2204,death,34,142.4,27.3,age441_hits421,,,,,,,,1,2
2219,recover,34,142.0,30.0,hidden15f,22,,,,,15,,2,1
2239,birth,41,157.6,56.4,returning,34,30.4,0,34,32.8,35,2,2,3
2265,exit,41,157.0,54.9,exit,,,,,,,,2,3
2265,death,41,157.0,54.9,age27_hits13,,,,,,,,2,3
2282,birth,42,105.4,40.6,duplicate_promoted,22,20.1,0,41,53.6,17,2,3,3
2292,death,42,106.6,41.4,age11_hits2,,,,,,,,2,3
2303,recover,42,157.4,56.9,hidden11f,22,,,,,11,,3,2
2314,exit,42,157.4,55.9,exit,,,,,,,,2,3
2314,death,42,157.4,55.9,age12_hits3,,,,,,,,2,3
2319,birth,42,157.5,55.5,returning_reid,22,30.4,0,42,0.4,5,2,3,3
2364,birth,43,5.4,110.9,genuine,34,139.8,0,,,,0,3,4
2370,exit,22,156.7,54.1,exit,,,,,,,,3,4
2370,death,22,156.7,54.1,age932_hits859,,,,,,,,3,4
2383,birth,22,155.6,48.7,returning_reid,42,31.2,0,22,5.5,13,2,4,4
2386,birth,44,137.4,26.5,duplicate_promoted,42,8.5,0,,,,3,5,5
2396,birth,45,119.3,22.8,duplicate_promoted,42,8.1,0,,,,4,6,6
2405,birth,46,152.5,35.9,duplicate_promoted,22,23.3,0,,,,4,7,7
2418,exit,46,137.8,27.5,exit,,,,,,,,6,7
2418,death,46,137.8,27.5,age14_hits4,,,,,,,,6,7
2445,birth,46,124.8,23.7,duplicate_promoted_reid,44,13.3,0,46,13.6,27,5,6,7
2452,birth,47,42.2,17.6,contested,34,30.8,0,,,,3,6,8
2466,exit,47,19.3,25.4,exit,,,,,,,,6,8
2466,death,47,19.3,25.4,age15_hits5,,,,,,,,6,8
2483,exit,44,158.1,43.8,exit,,,,,,,,3,7
2483,death,44,158.1,43.8,age98_hits50,,,,,,,,3,7
2486,birth,48,123.3,30.2,duplicate_promoted,22,13.8,0,44,37.4,3,2,5,7
2489,birth,49,53.1,26.2,duplicate_promoted,46,24.2,0,47,33.9,23,4,6,8
2490,birth,50,87.2,20.3,duplicate_promoted,46,10.2,0,47,68.1,24,3,6,9
2491,exit,42,-71.9,12.4,exit,,,,,,,,5,9
2491,death,42,-71.9,12.4,age173_hits152,,,,,,,,5,9
2495,exit,43,-32.9,133.4,exit,,,,,,,,7,8
2495,death,43,-32.9,133.4,age132_hits111,,,,,,,,7,8
2497,birth,51,52.5,22.1,duplicate_promoted,46,24.9,0,47,33.4,31,6,8,8
2509,death,48,124.2,29.4,age24_hits10,,,,,,,,5,8
2530,death,45,24.2,28.9,age135_hits117,,,,,,,,7,7
2531,recover,48,92.6,22.0,hidden22f,49,,,,,22,,7,6
