frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
2,birth,1,87.2,98.1,genuine,,,,,,,0,1,1
8,birth,2,24.4,55.4,gate_miss,1,76.6,0,,,,0,2,2
16,birth,3,138.8,111.6,gate_miss,1,52.1,0,,,,1,2,3
37,exit,1,87.9,118.1,exit,,,,,,,,0,3
37,death,1,87.9,118.1,age36_hits12,,,,,,,,0,3
79,death,2,20.2,55.4,age72_hits38,,,,,,,,1,2
81,birth,4,136.9,116.3,returning,3,135.4,0,1,49.1,44,0,2,2
127,exit,3,26.5,41.1,exit,,,,,,,,1,2
127,death,3,26.5,41.1,age112_hits94,,,,,,,,1,2
130,recover,2,27.9,40.7,hidden51f,3,,,,,51,,2,1
140,exit,4,26.1,43.3,exit,,,,,,,,1,2
140,death,4,26.1,43.3,age60_hits49,,,,,,,,1,2
162,birth,4,28.8,44.4,duplicate_promoted_reid,2,6.4,0,4,3.0,22,1,2,2
171,death,4,28.8,44.4,age10_hits1,,,,,,,,1,2
182,birth,4,23.9,46.8,duplicate_promoted_reid,2,23.0,0,4,5.5,11,1,2,2
206,death,4,22.4,46.7,age25_hits16,,,,,,,,1,2
215,recover,4,27.1,47.8,hidden9f,2,,,,,9,,2,1
245,birth,5,65.6,57.3,duplicate_promoted,2,20.5,0,4,44.5,39,2,3,3
269,exit,5,144.0,143.6,exit,,,,,,,,2,3
269,death,5,144.0,143.6,age25_hits12,,,,,,,,2,3
291,birth,6,96.9,112.9,returning,2,48.3,0,5,56.2,22,1,3,3
345,exit,2,143.6,136.2,exit,,,,,,,,1,3
345,death,2,143.6,136.2,age216_hits183,,,,,,,,1,3
371,birth,2,151.6,112.9,returning_reid,6,53.1,3,2,24.7,26,1,2,3
393,death,6,101.8,105.0,age103_hits65,,,,,,,,0,3
398,exit,2,144.3,116.5,exit,,,,,,,,1,2
398,death,2,144.3,116.5,age28_hits19,,,,,,,,1,2
401,recover,6,110.2,97.1,hidden8f,2,,,,,8,,1,1
412,birth,2,142.3,112.4,returning_reid,6,47.0,0,2,4.6,14,1,2,3
427,exit,2,140.7,114.8,exit,,,,,,,,2,3
427,death,2,140.7,114.8,age16_hits7,,,,,,,,2,3
436,death,4,23.8,56.1,age222_hits155,,,,,,,,1,2
439,recover,4,23.3,56.2,hidden3f,,,,,,3,,2,1
448,death,4,23.3,56.2,age10_hits1,,,,,,,,1,2
449,birth,4,22.3,57.5,returning_reid,6,91.5,0,4,1.7,1,0,2,2
473,death,4,20.8,58.1,age25_hits14,,,,,,,,1,2
494,birth,7,126.9,115.3,gate_miss,6,43.1,0,4,120.6,21,1,2,2
501,birth,8,142.9,39.0,gate_miss,6,67.1,0,4,123.6,28,0,2,3
504,exit,7,117.1,114.7,exit,,,,,,,,2,3
504,death,7,117.1,114.7,age11_hits2,,,,,,,,2,3
514,birth,7,127.0,115.4,returning_reid,6,32.9,0,7,10.0,10,1,2,3
514,exit,8,156.2,42.5,exit,,,,,,,,2,3
514,death,8,156.2,42.5,age14_hits3,,,,,,,,2,3
525,exit,7,129.6,117.1,exit,,,,,,,,1,2
525,death,7,129.6,117.1,age12_hits3,,,,,,,,1,2
539,recover,4,20.1,58.4,hidden66f,,,,,,66,,1,1
548,death,4,20.1,58.4,age10_hits1,,,,,,,,1,2
573,birth,9,122.3,115.4,genuine,6,118.9,0,4,117.0,25,0,2,2
622,death,6,17.5,60.4,age222_hits189,,,,,,,,0,2
687,recover,6,19.2,56.9,hidden65f,9,,,,,65,,2,1
706,exit,9,12.4,57.0,exit,,,,,,,,1,2
706,death,9,12.4,57.0,age134_hits113,,,,,,,,1,2
723,birth,9,30.0,46.7,duplicate_promoted_reid,6,14.6,0,9,20.4,17,1,2,2
739,birth,10,17.8,57.7,contested,9,32.1,0,,,,2,3,3
749,death,10,19.3,58.2,age11_hits2,,,,,,,,2,3
766,recover,10,18.2,57.8,hidden17f,9,,,,,17,,3,2
780,death,10,18.9,57.6,age15_hits3,,,,,,,,2,3
783,recover,10,18.2,57.5,hidden3f,9,,,,,3,,3,2
804,birth,10,18.3,58.0,duplicate_promoted_reid,9,24.8,0,10,0.8,24,3,3,4
809,exit,10,94.6,-3.2,exit,,,,,,,,2,4
