frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
1,birth,1,116.0,37.4,genuine,,,,,,,0,2,1
1,birth,2,105.4,31.7,genuine,,,,,,,0,2,2
26,birth,3,139.9,117.7,gate_miss,1,83.9,0,,,,0,3,3
53,death,2,105.9,32.0,age53_hits37,,,,,,,,2,3
92,exit,3,150.3,93.1,exit,,,,,,,,2,2
92,death,3,150.3,93.1,age67_hits54,,,,,,,,2,2
100,recover,2,105.5,32.5,hidden47f,1,,,,,47,,2,1
111,birth,3,154.2,97.7,returning_reid,1,71.4,0,3,6.1,19,0,3,3
141,death,3,166.3,120.5,age31_hits20,,,,,,,,1,3
154,recover,3,152.3,115.6,hidden13f,,,,,,13,,3,2
219,exit,3,46.6,113.6,exit,,,,,,,,2,3
219,death,3,46.6,113.6,age66_hits47,,,,,,,,2,3
237,birth,4,71.9,115.9,returning,2,89.4,0,3,25.3,18,0,3,3
349,death,4,144.8,123.7,age113_hits101,,,,,,,,2,3
382,birth,4,138.6,115.2,returning_reid,1,80.8,0,4,10.6,33,0,3,3
431,exit,4,162.5,77.7,exit,,,,,,,,2,3
431,death,4,162.5,77.7,age50_hits37,,,,,,,,2,3
466,birth,4,154.7,73.1,returning_reid,1,53.1,0,4,9.0,35,1,3,3
535,death,4,84.4,82.9,age70_hits61,,,,,,,,2,3
566,birth,4,86.5,69.4,returning_reid,2,41.9,0,4,13.7,31,2,3,3
716,death,4,103.2,37.0,age151_hits130,,,,,,,,2,3
725,birth,5,155.8,107.0,gate_miss,1,80.6,0,4,87.6,9,0,3,3
735,exit,2,131.4,46.2,exit,,,,,,,,2,3
735,death,2,131.4,46.2,age636_hits598,,,,,,,,2,3
851,death,5,114.9,36.4,age127_hits100,,,,,,,,1,2
879,recover,4,101.9,28.8,hidden163f,2,,,,,163,,1,1
887,death,1,133.0,124.7,age887_hits847,,,,,,,,0,2
890,death,4,102.8,28.7,age12_hits3,,,,,,,,0,1
912,recover,4,102.4,28.8,hidden22f,,,,,,22,,1,0
921,death,4,102.4,28.8,age10_hits1,,,,,,,,0,1
924,recover,5,102.4,28.8,hidden73f,1,,,,,73,,1,0
967,death,5,102.3,28.6,age44_hits26,,,,,,,,0,1
993,recover,5,98.8,30.0,hidden26f,,,,,,26,,2,0
993,birth,5,105.7,32.9,returning_reid,,,,5,5.4,26,0,2,2
1013,death,5,107.4,31.9,age21_hits4,,,,,,,,1,2
1021,recover,5,112.0,33.2,hidden8f,5,,,,,8,,2,1
2129,exit,5,107.0,31.0,exit,,,,,,,,1,2
2129,death,5,107.0,31.0,age1137_hits1043,,,,,,,,1,2
2153,birth,5,106.8,28.8,duplicate_promoted_reid,5,12.9,0,5,2.2,24,1,2,2
2215,death,5,116.3,37.3,age1195_hits1186,,,,,,,,1,2
2223,recover,5,124.9,41.6,hidden8f,5,,,,,8,,2,1
2251,exit,5,169.7,69.9,exit,,,,,,,,1,2
2251,death,5,169.7,69.9,age29_hits18,,,,,,,,1,2
2310,birth,6,142.9,117.0,gate_miss,5,83.6,0,,,,0,2,2
2330,exit,6,156.9,107.4,exit,,,,,,,,1,2
2330,death,6,156.9,107.4,age21_hits7,,,,,,,,1,2
2337,birth,6,152.4,114.2,returning_reid,5,84.4,0,6,8.2,7,0,2,2
2352,exit,6,128.6,111.4,exit,,,,,,,,1,2
2352,death,6,128.6,111.4,age16_hits2,,,,,,,,1,2
2570,birth,7,107.7,117.9,gate_miss,5,81.1,0,,,,0,2,2
2601,exit,7,109.5,119.9,exit,,,,,,,,1,2
2601,death,7,109.5,119.9,age32_hits21,,,,,,,,1,2
2639,birth,7,108.6,118.1,returning_reid,5,80.9,0,7,2.0,38,0,2,2
2667,exit,7,103.2,119.1,exit,,,,,,,,1,2
2667,death,7,103.2,119.1,age29_hits14,,,,,,,,1,2
2684,birth,7,109.1,117.6,returning_reid,5,80.1,0,7,6.0,17,0,2,2
2700,exit,7,105.4,116.6,exit,,,,,,,,1,2
2700,death,7,105.4,116.6,age17_hits8,,,,,,,,1,2
2703,birth,7,104.6,115.6,returning_reid,5,78.7,0,7,1.3,3,0,2,2
2862,exit,7,111.9,118.3,exit,,,,,,,,1,2
2862,death,7,111.9,118.3,age160_hits138,,,,,,,,1,2
2875,birth,7,107.8,118.2,returning_reid,5,81.0,0,7,4.1,13,0,2,2
2884,death,7,107.8,118.2,age10_hits1,,,,,,,,1,2
2889,birth,7,108.5,118.3,returning_reid,5,81.0,0,7,0.7,5,0,2,2
2953,exit,7,106.7,118.4,exit,,,,,,,,1,2
2953,death,7,106.7,118.4,age65_hits28,,,,,,,,1,2
3047,birth,8,107.4,117.5,gate_miss,5,80.3,0,,,,0,2,2
3078,exit,8,119.1,122.4,exit,,,,,,,,1,2
3078,death,8,119.1,122.4,age32_hits18,,,,,,,,1,2
