frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
1205,exit,30,4.2,78.6,exit,,,,,,,,1,4
1205,death,30,4.2,78.6,age13_hits3,,,,,,,,1,4
1219,death,29,80.0,16.3,age75_hits34,,,,,,,,2,3
1222,birth,30,3.8,80.2,returning_reid,33,77.4,0,30,1.6,17,0,3,3
1238,exit,30,4.2,77.5,exit,,,,,,,,3,3
1238,death,30,4.2,77.5,age17_hits4,,,,,,,,3,3
1248,birth,30,5.8,52.8,returning_reid,33,59.4,0,30,24.8,10,1,2,3
1254,recover,29,41.3,73.5,hidden35f,31,,,,,35,,2,3
1257,exit,33,90.1,-1.7,exit,,,,,,,,0,4
1257,death,33,90.1,-1.7,age59_hits38,,,,,,,,0,4
1261,exit,31,85.5,1.9,exit,,,,,,,,0,3
1261,death,31,85.5,1.9,age109_hits87,,,,,,,,0,3
1265,exit,29,11.4,84.1,exit,,,,,,,,1,2
1265,death,29,11.4,84.1,age12_hits3,,,,,,,,1,2
1268,birth,34,38.7,69.2,returning,30,47.9,0,29,31.1,3,1,2,2
1285,exit,30,148.0,15.5,exit,,,,,,,,0,2
1285,death,30,148.0,15.5,age38_hits17,,,,,,,,0,2
1296,birth,35,25.3,31.1,returning,34,56.2,0,29,54.8,31,1,2,2
1299,birth,36,8.5,40.9,returning,35,31.0,1,29,43.3,34,1,1,3
1303,birth,37,157.2,71.6,returning,34,103.8,0,30,56.9,18,0,3,4
1305,birth,38,56.1,64.7,returning,34,45.0,2,29,48.7,40,2,3,5
1307,exit,35,24.8,-28.5,exit,,,,,,,,1,5
1307,death,35,24.8,-28.5,age12_hits3,,,,,,,,1,5
1312,exit,34,37.1,-4.0,exit,,,,,,,,0,4
1312,death,34,37.1,-4.0,age45_hits16,,,,,,,,0,4
1314,exit,36,42.4,41.1,exit,,,,,,,,1,3
1314,death,36,42.4,41.1,age16_hits4,,,,,,,,1,3
1320,exit,37,148.3,41.9,exit,,,,,,,,1,2
1320,death,37,148.3,41.9,age18_hits5,,,,,,,,1,2
1329,birth,36,56.9,59.4,returning_reid,38,32.1,1,36,23.4,15,1,1,2
1338,death,36,56.9,59.4,age10_hits1,,,,,,,,0,2
1349,death,38,46.4,53.4,age45_hits17,,,,,,,,0,1
1353,recover,38,52.3,68.6,hidden4f,,,,,,4,,1,0
1362,death,38,52.3,68.6,age10_hits1,,,,,,,,0,1
1377,birth,39,140.6,4.0,genuine,,,,36,100.4,39,0,1,1
1382,birth,38,51.5,73.1,returning_reid,39,122.1,0,38,4.6,20,0,2,2
1391,death,38,51.5,73.1,age10_hits1,,,,,,,,0,2
1397,birth,38,52.0,76.5,returning_reid,39,126.4,8,38,3.5,6,0,1,2
1407,exit,39,155.4,36.8,exit,,,,,,,,1,2
1407,death,39,155.4,36.8,age31_hits9,,,,,,,,1,2
1422,death,38,59.0,65.9,age26_hits10,,,,,,,,0,1
1435,recover,38,88.7,15.2,hidden13f,,,,,,13,,1,0
1450,exit,38,94.0,10.7,exit,,,,,,,,0,1
1450,death,38,94.0,10.7,age16_hits4,,,,,,,,0,1
1506,birth,40,51.0,42.4,genuine,,,,,,,0,1,1
1515,death,40,51.0,42.4,age10_hits1,,,,,,,,0,1
1550,birth,40,48.3,47.0,returning_reid,,,,40,5.4,35,0,1,1
1559,death,40,48.3,47.0,age10_hits1,,,,,,,,0,1
1563,birth,40,44.8,50.9,returning_reid,,,,40,5.2,4,0,1,1
1584,exit,40,32.3,48.6,exit,,,,,,,,0,1
1584,death,40,32.3,48.6,age22_hits4,,,,,,,,0,1
1591,birth,41,63.6,73.0,returning,,,,40,39.6,7,0,1,1
1600,death,41,63.6,73.0,age10_hits1,,,,,,,,0,1
1604,birth,40,40.6,50.4,returning_reid,,,,40,8.4,20,0,1,1
1616,death,40,64.8,59.6,age13_hits2,,,,,,,,0,1
1622,recover,40,40.6,59.4,hidden6f,,,,,,6,,1,0
1634,exit,40,49.2,50.1,exit,,,,,,,,0,1
1634,death,40,49.2,50.1,age13_hits4,,,,,,,,0,1
1651,birth,42,75.8,83.3,returning,,,,40,26.2,35,0,1,1
1652,birth,40,49.5,47.1,returning_reid,,,,40,3.1,18,0,1,2
1660,death,42,75.8,83.3,age10_hits1,,,,,,,,0,2
1661,death,40,49.5,47.1,age10_hits1,,,,,,,,0,1
1665,birth,43,34.3,76.1,returning,,,,40,32.8,4,0,1,1
1670,birth,40,62.5,43.9,returning_reid,43,57.2,4,40,13.3,9,1,1,2
1675,exit,43,82.6,125.4,exit,,,,,,,,0,2
1675,death,43,82.6,125.4,age11_hits2,,,,,,,,0,2
1679,death,40,62.5,43.9,age10_hits1,,,,,,,,0,1
1684,birth,44,156.1,41.7,genuine,,,,42,90.4,24,0,1,1
1691,birth,40,56.8,55.2,returning_reid,44,68.6,2,40,12.6,12,0,1,2
1693,birth,45,150.3,7.0,gate_miss,44,68.0,4,42,106.6,33,0,1,3
1703,birth,46,33.6,1.4,gate_miss,45,57.8,9,42,92.2,43,1,1,4
1703,exit,40,7.3,162.6,exit,,,,,,,,1,4
1703,death,40,7.3,162.6,age13_hits3,,,,,,,,1,4
1703,exit,45,85.6,-23.7,exit,,,,,,,,1,4
1703,death,45,85.6,-23.7,age11_hits2,,,,,,,,1,4
1705,exit,44,-82.7,-3.7,exit,,,,,,,,1,2
1705,death,44,-82.7,-3.7,age22_hits4,,,,,,,,1,2
1708,birth,47,46.6,99.0,returning,46,92.3,0,43,44.6,33,0,2,2
1731,exit,46,13.1,2.3,exit,,,,,,,,1,2
1731,death,46,13.1,2.3,age29_hits16,,,,,,,,1,2
1734,birth,48,4.1,27.2,returning,47,70.2,1,46,26.5,3,0,1,2
1739,birth,49,70.3,89.0,gate_miss,47,52.0,4,40,96.9,36,1,1,3
1743,death,48,4.1,27.2,age10_hits1,,,,,,,,0,3
1744,death,47,17.7,87.7,age37_hits23,,,,,,,,0,2
1755,recover,47,4.2,28.1,hidden11f,,,,,,11,,2,1
1764,death,47,4.2,28.1,age10_hits1,,,,,,,,1,2
1972,exit,49,55.5,72.2,exit,,,,,,,,0,1
1972,death,49,55.5,72.2,age234_hits188,,,,,,,,0,1
1984,birth,49,54.8,89.3,returning_reid,,,,49,17.1,12,0,1,1
2014,death,49,61.6,102.9,age31_hits21,,,,,,,,0,1
2030,recover,49,55.4,92.1,hidden16f,,,,,,16,,1,0
2051,death,49,58.3,97.4,age22_hits6,,,,,,,,0,1
2067,recover,49,48.6,95.2,hidden16f,,,,,,16,,1,0
2702,birth,50,35.7,51.3,gate_miss,49,39.0,0,,,,1,2,2
2760,death,50,30.6,68.9,age59_hits28,,,,,,,,1,2
3111,giveup,50,30.6,68.9,timeout351f,,,,,,351,,1,1
3468,exit,49,60.0,90.5,exit,,,,,,,,0,1
3468,death,49,60.0,90.5,age1402_hits1335,,,,,,,,0,1
3484,birth,49,58.8,82.7,returning_reid,,,,49,7.9,16,0,1,1
3610,birth,51,36.5,60.8,duplicate_promoted,49,21.6,0,,,,1,2,2
3668,death,51,36.6,62.5,age59_hits45,,,,,,,,1,2
3736,recover,51,74.9,58.2,hidden68f,49,,,,,68,,2,1
3755,death,51,75.0,58.3,age20_hits6,,,,,,,,1,2
3799,exit,49,59.2,96.6,exit,,,,,,,,0,1
3799,death,49,59.2,96.6,age316_hits302,,,,,,,,0,1
3828,recover,51,53.4,87.2,hidden73f,49,,,,,73,,1,0
3877,birth,52,79.7,59.7,gate_miss,51,36.5,0,,,,1,2,2
3897,birth,53,75.4,56.7,duplicate_promoted,52,19.0,0,,,,2,2,3
3908,death,53,75.8,54.3,age12_hits3,,,,,,,,2,3
3936,exit,51,130.0,69.6,exit,,,,,,,,0,2
3936,death,51,130.0,69.6,age109_hits85,,,,,,,,0,2
3942,death,52,60.6,78.0,age66_hits52,,,,,,,,0,1
3989,recover,53,51.9,84.8,hidden81f,52,,,,,81,,1,0
4014,birth,54,39.5,59.2,duplicate_promoted,53,19.0,0,,,,1,2,2
4032,birth,55,78.7,58.9,duplicate_promoted,53,21.7,0,,,,2,3,3
4048,death,55,78.8,59.2,age17_hits5,,,,,,,,2,3
4064,death,54,40.2,60.5,age51_hits42,,,,,,,,1,2
4094,exit,53,20.0,119.1,exit,,,,,,,,0,1
4094,death,53,20.0,119.1,age106_hits90,,,,,,,,0,1
4097,recover,54,42.0,99.8,hidden33f,53,,,,,33,,1,0
4107,death,54,49.0,101.3,age11_hits2,,,,,,,,0,1
4109,recover,54,51.4,84.8,hidden2f,,,,,,2,,1,0
4399,giveup,55,78.8,59.2,timeout351f,,,,,,351,,1,1
4820,exit,54,33.8,99.9,exit,,,,,,,,0,1
4820,death,54,33.8,99.9,age712_hits698,,,,,,,,0,1
4837,birth,54,50.2,87.6,returning_reid,,,,54,20.5,17,0,1,1
4873,death,54,57.2,103.5,age37_hits27,,,,,,,,0,1
4909,birth,54,51.1,92.1,returning_reid,,,,54,12.9,36,0,1,1
4938,death,54,58.4,106.2,age30_hits19,,,,,,,,0,1
4962,recover,54,64.7,113.0,hidden24f,,,,,,24,,1,0
4974,exit,54,32.0,119.3,exit,,,,,,,,0,1
4974,death,54,32.0,119.3,age13_hits4,,,,,,,,0,1
4976,birth,54,50.9,113.9,returning_reid,,,,54,10.7,38,0,1,1
4987,death,54,38.9,104.8,age12_hits2,,,,,,,,0,1
5008,recover,54,52.3,89.4,hidden21f,,,,,,21,,1,0
5114,birth,56,48.3,75.4,gate_miss,54,67.4,9,,,,0,1,2
5114,exit,54,25.9,139.0,exit,,,,,,,,1,2
5114,death,54,25.9,139.0,age107_hits95,,,,,,,,1,2
5116,birth,57,50.5,74.6,gate_miss,56,32.9,1,54,69.0,2,1,1,2
5124,exit,56,80.8,227.7,exit,,,,,,,,0,2
5124,death,56,80.8,227.7,age11_hits2,,,,,,,,0,2
5125,death,57,50.5,74.6,age10_hits1,,,,,,,,0,1
5134,birth,57,65.9,87.9,returning_reid,,,,57,20.4,9,0,1,1
5162,death,57,57.5,94.2,age29_hits15,,,,,,,,0,1
5166,recover,57,51.0,77.0,hidden4f,,,,,,4,,1,0
5437,exit,57,18.6,92.1,exit,,,,,,,,0,1
5437,death,57,18.6,92.1,age272_hits237,,,,,,,,0,1
5457,birth,57,33.6,96.4,returning_reid,,,,57,15.6,20,0,1,1
5472,death,57,70.8,105.8,age16_hits2,,,,,,,,0,1
5546,birth,58,52.0,108.3,genuine,,,,,,,0,1,1
5579,exit,58,53.4,108.7,exit,,,,,,,,0,1
5579,death,58,53.4,108.7,age34_hits11,,,,,,,,0,1
5648,birth,59,59.3,94.6,genuine,,,,,,,0,1,1
5683,exit,59,80.8,113.1,exit,,,,,,,,0,1
5683,death,59,80.8,113.1,age36_hits15,,,,,,,,0,1
5709,birth,59,59.6,109.3,returning_reid,,,,59,21.6,26,0,1,1
5718,death,59,59.6,109.3,age10_hits1,,,,,,,,0,1
5795,birth,60,55.6,110.1,genuine,,,,,,,0,1,1
5834,death,60,53.7,94.4,age40_hits26,,,,,,,,0,1
5835,recover,60,41.5,95.4,hidden1f,,,,,,1,,1,0
5857,exit,60,65.4,95.8,exit,,,,,,,,0,1
5857,death,60,65.4,95.8,age23_hits11,,,,,,,,0,1
5862,birth,61,18.0,88.2,returning,,,,60,36.3,28,0,1,1
5887,birth,62,3.8,22.1,genuine,61,102.0,0,60,96.1,30,0,2,2
5896,death,62,3.8,22.1,age10_hits1,,,,,,,,0,2
5908,birth,62,4.4,22.9,returning_reid,61,124.0,5,62,1.0,12,0,1,2
5912,exit,61,104.2,119.9,exit,,,,,,,,1,2
5912,death,61,104.2,119.9,age51_hits20,,,,,,,,1,2
5913,birth,63,80.9,80.1,returning,62,84.7,0,61,46.2,1,0,2,2
5914,birth,64,61.1,97.2,returning,62,82.4,0,61,48.7,2,0,3,3
5923,death,64,61.1,97.2,age10_hits1,,,,,,,,2,3
5929,birth,64,80.7,94.7,returning_reid,63,40.8,0,64,19.8,6,2,2,3
5932,exit,62,96.8,36.7,exit,,,,,,,,0,3
5932,death,62,96.8,36.7,age25_hits10,,,,,,,,0,3
5933,birth,65,51.3,2.4,returning,63,82.2,3,62,57.0,1,0,1,3
5938,death,64,80.7,94.7,age10_hits1,,,,,,,,0,3
5946,birth,62,106.0,55.7,returning_reid,63,66.2,0,62,21.1,14,0,3,3
5954,birth,66,24.9,60.0,gate_miss,65,54.4,0,64,65.8,16,1,2,4
5955,death,62,106.0,55.7,age10_hits1,,,,,,,,3,4
5964,exit,66,-32.8,85.5,exit,,,,,,,,0,3
5964,death,66,-32.8,85.5,age11_hits2,,,,,,,,0,3
5966,exit,63,48.4,7.3,exit,,,,,,,,1,2
5966,death,63,48.4,7.3,age54_hits23,,,,,,,,1,2
5972,birth,63,63.5,6.2,returning_reid,65,59.9,0,63,15.1,6,1,2,2
5989,birth,67,6.0,86.8,returning,65,75.3,0,66,38.8,25,0,2,3
5990,exit,63,155.6,47.3,exit,,,,,,,,1,3
5990,death,63,155.6,47.3,age19_hits2,,,,,,,,1,3
6006,exit,67,6.5,92.7,exit,,,,,,,,1,2
6006,death,67,6.5,92.7,age18_hits4,,,,,,,,1,2
6017,birth,68,47.4,9.9,gate_miss,65,42.4,0,67,92.4,11,1,2,2
6022,birth,69,82.3,19.6,gate_miss,68,43.0,0,63,78.4,32,1,3,3
6031,death,69,82.3,19.6,age10_hits1,,,,,,,,1,3
6035,exit,65,-6.9,30.5,exit,,,,,,,,1,2
6035,death,65,-6.9,30.5,age103_hits79,,,,,,,,1,2
6038,birth,65,6.3,29.1,returning_reid,68,36.9,0,65,13.3,3,1,2,2
6044,birth,67,5.9,111.0,returning_reid,65,68.7,0,67,18.3,38,0,2,3
6055,death,67,13.1,97.1,age12_hits3,,,,,,,,0,3
6056,birth,70,133.1,6.0,returning,65,66.1,5,69,52.6,25,0,1,3
6060,birth,71,37.5,21.8,returning,68,59.0,2,69,44.9,29,1,2,4
6060,exit,65,102.0,-51.6,exit,,,,,,,,2,4
6060,death,65,102.0,-51.6,age23_hits12,,,,,,,,2,4
6065,birth,72,45.7,15.5,returning,71,36.2,0,69,36.8,34,1,2,4
6067,birth,69,100.1,5.2,returning_reid,72,54.5,1,69,22.9,36,1,1,5
6067,exit,68,161.5,3.2,exit,,,,,,,,1,5
6067,death,68,161.5,3.2,age51_hits30,,,,,,,,1,5
6074,exit,71,-7.3,20.3,exit,,,,,,,,2,4
6074,death,71,-7.3,20.3,age15_hits5,,,,,,,,2,4
6082,recover,67,37.3,70.6,hidden27f,,,,,,27,,1,3
6087,exit,70,118.2,1.9,exit,,,,,,,,1,4
6087,death,70,118.2,1.9,age32_hits10,,,,,,,,1,4
6097,exit,69,175.2,37.2,exit,,,,,,,,1,3
6097,death,69,175.2,37.2,age31_hits9,,,,,,,,1,3
6101,exit,67,-66.9,197.3,exit,,,,,,,,1,2
6101,death,67,-66.9,197.3,age20_hits7,,,,,,,,1,2
6116,birth,73,46.9,98.8,gate_miss,72,43.9,0,71,95.3,42,1,2,2
6149,birth,74,142.1,3.5,genuine,73,143.2,4,,,,0,2,3
6167,exit,74,175.2,14.5,exit,,,,,,,,0,3
6167,death,74,175.2,14.5,age19_hits5,,,,,,,,0,3
6171,birth,75,69.4,63.8,gate_miss,73,43.2,1,74,116.7,4,1,1,3
6173,exit,72,219.9,5.1,exit,,,,,,,,1,3
6173,death,72,219.9,5.1,age109_hits71,,,,,,,,1,3
6181,death,75,67.4,61.5,age11_hits2,,,,,,,,1,2
6192,recover,75,61.9,91.6,hidden11f,73,,,,,11,,2,1
6215,exit,75,45.3,86.4,exit,,,,,,,,1,2
6215,death,75,45.3,86.4,age24_hits7,,,,,,,,1,2
6229,exit,73,8.1,56.8,exit,,,,,,,,0,1
6229,death,73,8.1,56.8,age114_hits62,,,,,,,,0,1
6231,birth,76,154.2,28.3,genuine,,,,75,123.5,16,0,2,1
6231,birth,73,20.7,63.1,returning_reid,,,,73,14.1,2,0,2,2
6246,exit,76,118.8,23.4,exit,,,,,,,,1,2
6246,death,76,118.8,23.4,age16_hits4,,,,,,,,1,2
6249,birth,77,24.0,15.1,gate_miss,73,41.1,0,75,74.4,34,1,2,2
6262,exit,77,-35.9,32.0,exit,,,,,,,,1,2
6262,death,77,-35.9,32.0,age14_hits4,,,,,,,,1,2
6266,birth,78,57.4,92.8,gate_miss,73,51.8,0,76,92.7,20,1,2,2
6275,death,78,57.4,92.8,age10_hits1,,,,,,,,0,2
6296,exit,73,8.1,77.0,exit,,,,,,,,0,1
6296,death,73,8.1,77.0,age66_hits34,,,,,,,,0,1
6298,birth,73,6.4,82.0,returning_reid,,,,73,5.3,2,0,1,1
6318,birth,78,43.6,104.7,returning_reid,73,37.8,0,78,18.2,43,1,2,2
6336,birth,79,5.7,99.8,gate_miss,73,44.6,0,,,,1,2,3
6340,exit,78,202.7,145.6,exit,,,,,,,,1,3
6340,death,78,202.7,145.6,age23_hits10,,,,,,,,1,3
6354,exit,73,47.6,109.2,exit,,,,,,,,1,2
6354,death,73,47.6,109.2,age57_hits29,,,,,,,,1,2
6359,birth,73,44.5,98.3,returning_reid,79,39.5,0,73,11.3,5,1,2,2
6380,exit,73,55.7,100.0,exit,,,,,,,,1,2
6380,death,73,55.7,100.0,age22_hits7,,,,,,,,1,2
6385,birth,73,48.8,103.8,returning_reid,79,43.8,0,73,7.9,5,1,2,2
6414,exit,79,18.1,104.6,exit,,,,,,,,1,2
6414,death,79,18.1,104.6,age79_hits60,,,,,,,,1,2
6433,birth,79,12.3,101.6,returning_reid,73,36.2,1,79,6.6,19,1,1,2
6460,death,79,21.9,33.9,age28_hits17,,,,,,,,0,2
6462,death,73,54.7,78.5,age78_hits36,,,,,,,,0,1
6463,recover,73,46.6,74.5,hidden1f,,,,,,1,,2,0
6463,recover,79,20.6,39.8,hidden3f,73,,,,,3,,2,1
6477,exit,73,31.8,64.4,exit,,,,,,,,1,2
6477,death,73,31.8,64.4,age15_hits4,,,,,,,,1,2
6483,birth,79,33.9,30.4,returning_reid,79,65.0,4,79,12.5,23,0,1,2
6494,birth,80,76.7,94.9,returning,79,87.6,5,73,27.4,32,0,1,3
6495,exit,79,-34.9,163.1,exit,,,,,,,,0,3
6495,death,79,-34.9,163.1,age33_hits9,,,,,,,,0,3
6503,death,80,76.7,94.9,age10_hits1,,,,,,,,0,2
6562,exit,79,47.8,67.0,exit,,,,,,,,0,1
6562,death,79,47.8,67.0,age80_hits42,,,,,,,,0,1
6568,birth,81,13.9,56.1,returning,,,,79,35.6,6,0,1,1
6593,exit,81,43.1,-1.8,exit,,,,,,,,0,1
6593,death,81,43.1,-1.8,age26_hits9,,,,,,,,0,1
6596,birth,82,10.1,10.5,returning,,,,81,35.3,3,0,1,1
6608,birth,81,29.7,4.5,returning_reid,82,117.3,4,81,14.8,15,0,1,2
6613,exit,82,237.0,-5.8,exit,,,,,,,,0,2
6613,death,82,237.0,-5.8,age18_hits6,,,,,,,,0,2
6750,exit,81,68.2,130.8,exit,,,,,,,,0,1
6750,death,81,68.2,130.8,age143_hits104,,,,,,,,0,1
6764,birth,81,60.8,118.4,returning_reid,,,,81,14.5,14,0,1,1
