timestamp,frame,mode,view,n_det,background,threshold,cx,cy,area_px,val_max,aspect,extent,peaks,std_c,skin_px,priority,note
2026-08-19T19:45:02.778,435,RAD,any,1,22.98,25.48,48.2,54.2,403,31.33,0.00,0.00,7,1.33,0,0,run2 pfilter4
2026-08-19T19:45:02.909,436,RAD,any,1,23.01,25.51,47.7,53.4,450,31.30,0.00,0.00,9,1.36,0,0,run2 pfilter4
2026-08-19T19:45:03.037,437,RAD,any,1,23.02,25.52,47.7,52.9,453,31.35,0.00,0.00,8,1.36,0,0,run2 pfilter4
2026-08-19T19:45:03.133,438,RAD,any,1,23.03,25.53,48.2,53.5,425,31.35,0.00,0.00,8,1.34,0,0,run2 pfilter4
2026-08-19T19:45:03.262,439,RAD,any,1,23.01,25.51,48.0,53.1,448,31.33,0.00,0.00,8,1.34,0,0,run2 pfilter4
2026-08-19T19:45:03.359,440,RAD,any,1,23.01,25.51,47.9,52.8,456,31.35,0.00,0.00,8,1.37,0,0,run2 pfilter4
2026-08-19T19:45:03.487,441,RAD,any,1,23.01,25.51,48.3,52.3,435,31.35,0.00,0.00,7,1.33,0,0,run2 pfilter4
2026-08-19T19:45:03.580,442,RAD,any,0,23.03,25.53,,,,,,,,,,,run2 pfilter4
2026-08-19T19:45:03.709,443,RAD,any,1,23.01,25.51,49.3,53.7,424,31.57,0.00,0.00,5,1.34,0,0,run2 pfilter4
2026-08-19T19:45:03.833,444,RAD,any,0,23.01,25.51,,,,,,,,,,,run2 pfilter4
2026-08-19T19:45:03.928,445,RAD,any,0,23.01,25.51,,,,,,,,,,,run2 pfilter4
2026-08-19T19:45:04.063,446,RAD,any,1,23.03,25.53,48.6,53.4,474,31.61,0.00,0.00,5,1.36,0,0,run2 pfilter4
2026-08-19T19:45:04.158,447,RAD,any,1,23.03,25.53,48.6,53.1,486,31.61,0.00,0.00,5,1.36,0,0,run2 pfilter4
2026-08-19T19:45:04.285,448,RAD,any,1,23.05,25.55,48.7,52.9,494,31.65,0.00,0.00,6,1.37,0,0,run2 pfilter4
2026-08-19T19:45:04.383,449,RAD,any,1,23.05,25.55,48.8,52.8,497,31.65,0.00,0.00,6,1.36,0,0,run2 pfilter4
2026-08-19T19:45:04.509,450,RAD,any,1,23.03,25.53,49.0,52.7,489,31.65,0.00,0.00,6,1.36,0,0,run2 pfilter4
2026-08-19T19:45:04.604,451,RAD,any,1,23.03,25.53,48.9,52.3,497,31.65,0.00,0.00,6,1.42,0,0,run2 pfilter4
2026-08-19T19:45:04.733,452,RAD,any,1,23.03,25.53,48.9,52.2,501,31.63,0.00,0.00,6,1.42,0,0,run2 pfilter4
2026-08-19T19:45:04.861,453,RAD,any,1,23.05,25.55,49.0,52.1,509,31.63,0.00,0.00,6,1.42,0,0,run2 pfilter4
2026-08-19T19:45:04.956,454,RAD,any,1,23.05,25.55,49.2,52.1,518,31.50,0.00,0.00,5,1.42,0,0,run2 pfilter4
2026-08-19T19:45:05.084,455,RAD,any,1,23.05,25.55,49.6,51.0,474,31.30,0.00,0.00,6,1.24,0,0,run2 pfilter4
