frame,event,id,x,y,cause,near_track,near_dist,near_misses,ghost_id,ghost_dist,ghost_age,n_within_2gate,n_dets,n_tracks
16,birth,1,157.6,76.6,genuine,,,,,,,0,1,1
17,birth,2,83.2,115.2,genuine,,,,,,,0,2,2
55,exit,1,94.9,34.5,exit,,,,,,,,1,2
55,death,1,94.9,34.5,age40_hits31,,,,,,,,1,2
64,exit,2,79.2,135.4,exit,,,,,,,,0,1
64,death,2,79.2,135.4,age48_hits35,,,,,,,,0,1
126,birth,3,79.6,115.7,genuine,,,,,,,0,1,1
173,exit,3,75.1,137.7,exit,,,,,,,,0,1
173,death,3,75.1,137.7,age48_hits37,,,,,,,,0,1
238,birth,4,79.0,114.8,genuine,,,,,,,0,1,1
257,birth,5,74.2,21.1,gate_miss,4,69.8,0,,,,0,2,2
266,death,5,74.2,21.1,age10_hits1,,,,,,,,1,2
280,birth,5,74.1,21.3,returning_reid,4,79.9,0,5,0.2,14,0,2,2
289,death,5,74.1,21.3,age10_hits1,,,,,,,,1,2
427,exit,4,71.2,124.0,exit,,,,,,,,0,1
427,death,4,71.2,124.0,age190_hits169,,,,,,,,0,1
437,birth,6,150.8,15.7,genuine,,,,4,134.4,10,0,1,1
447,exit,6,148.9,14.4,exit,,,,,,,,0,1
447,death,6,148.9,14.4,age11_hits2,,,,,,,,0,1
457,birth,6,150.6,17.1,returning_reid,,,,6,3.2,10,0,1,1
469,exit,6,132.5,11.6,exit,,,,,,,,0,1
469,death,6,132.5,11.6,age13_hits2,,,,,,,,0,1
472,birth,6,138.7,11.4,returning_reid,,,,6,6.2,3,0,1,1
485,birth,7,71.2,115.8,genuine,6,125.1,2,,,,0,1,2
508,exit,6,140.1,10.9,exit,,,,,,,,1,2
508,death,6,140.1,10.9,age37_hits16,,,,,,,,1,2
519,birth,6,139.2,10.9,returning_reid,7,98.2,0,6,0.9,11,0,2,2
536,exit,7,65.1,142.5,exit,,,,,,,,0,2
536,death,7,65.1,142.5,age52_hits43,,,,,,,,0,2
536,exit,6,139.6,10.7,exit,,,,,,,,0,2
536,death,6,139.6,10.7,age18_hits2,,,,,,,,0,2
537,birth,6,139.6,10.8,returning_reid,,,,6,0.2,1,0,1,1
553,exit,6,139.2,10.4,exit,,,,,,,,0,1
553,death,6,139.2,10.4,age17_hits4,,,,,,,,0,1
572,birth,8,68.3,114.6,returning,,,,7,28.1,36,0,1,1
597,birth,6,139.7,10.7,returning_reid,8,71.1,0,6,0.6,44,0,2,2
607,exit,6,138.6,10.8,exit,,,,,,,,1,2
607,death,6,138.6,10.8,age11_hits2,,,,,,,,1,2
614,birth,6,140.3,10.8,returning_reid,8,78.1,0,6,1.8,7,0,2,2
632,birth,9,34.7,25.2,gate_miss,8,73.0,0,,,,0,2,3
651,death,9,35.0,25.4,age20_hits5,,,,,,,,1,3
657,exit,8,55.5,131.7,exit,,,,,,,,0,2
657,death,8,55.5,131.7,age86_hits73,,,,,,,,0,2
685,exit,6,139.4,11.3,exit,,,,,,,,0,1
685,death,6,139.4,11.3,age72_hits40,,,,,,,,0,1
701,birth,6,140.1,11.0,returning_reid,,,,6,0.8,16,0,1,1
710,birth,10,67.2,114.9,genuine,,,,,,,0,1,2
710,death,6,140.1,11.0,age10_hits1,,,,,,,,1,2
1001,exit,10,50.5,132.6,exit,,,,,,,,0,1
1001,death,10,50.5,132.6,age292_hits251,,,,,,,,0,1
1005,birth,11,140.2,11.0,genuine,,,,10,151.1,4,0,1,1
1016,exit,11,139.9,11.4,exit,,,,,,,,0,1
1016,death,11,139.9,11.4,age12_hits2,,,,,,,,0,1
1047,birth,11,140.3,10.9,returning_reid,,,,11,0.6,31,0,1,1
1056,death,11,140.3,10.9,age10_hits1,,,,,,,,0,1
1079,birth,11,140.2,10.9,returning_reid,,,,11,0.1,23,0,1,1
1091,exit,11,140.2,11.5,exit,,,,,,,,0,1
1091,death,11,140.2,11.5,age13_hits4,,,,,,,,0,1
1103,birth,11,140.4,11.0,returning_reid,,,,11,0.5,12,0,1,1
1118,exit,11,140.7,11.0,exit,,,,,,,,0,1
1118,death,11,140.7,11.0,age16_hits2,,,,,,,,0,1
1210,birth,12,140.5,11.0,genuine,,,,,,,0,1,1
1219,death,12,140.5,11.0,age10_hits1,,,,,,,,0,1
1270,birth,13,140.4,11.1,genuine,,,,,,,0,1,1
1289,exit,13,141.0,10.7,exit,,,,,,,,0,1
1289,death,13,141.0,10.7,age20_hits4,,,,,,,,0,1
1348,birth,14,140.1,10.8,genuine,,,,,,,0,1,1
1373,exit,14,140.3,11.2,exit,,,,,,,,0,1
1373,death,14,140.3,11.2,age26_hits8,,,,,,,,0,1
1383,birth,14,140.0,11.2,returning_reid,,,,14,0.3,10,0,1,1
1397,exit,14,140.1,10.6,exit,,,,,,,,0,1
1397,death,14,140.1,10.6,age15_hits3,,,,,,,,0,1
1405,birth,14,140.1,11.1,returning_reid,,,,14,0.5,8,0,1,1
1432,exit,14,140.5,10.8,exit,,,,,,,,0,1
1432,death,14,140.5,10.8,age28_hits9,,,,,,,,0,1
1449,birth,14,140.2,11.0,returning_reid,,,,14,0.4,17,0,1,1
1468,exit,14,139.5,10.9,exit,,,,,,,,0,1
1468,death,14,139.5,10.9,age20_hits3,,,,,,,,0,1
1492,birth,14,140.1,10.9,returning_reid,,,,14,0.7,24,0,1,1
1501,death,14,140.1,10.9,age10_hits1,,,,,,,,0,1
1568,birth,15,140.1,10.9,genuine,,,,,,,0,1,1
1577,death,15,140.1,10.9,age10_hits1,,,,,,,,0,1
1634,birth,16,140.3,10.9,genuine,,,,,,,0,1,1
1660,exit,16,141.3,11.1,exit,,,,,,,,0,1
1660,death,16,141.3,11.1,age27_hits6,,,,,,,,0,1
1662,birth,16,140.2,10.9,returning_reid,,,,16,1.0,2,0,1,1
1671,death,16,140.2,10.9,age10_hits1,,,,,,,,0,1
1673,birth,16,140.0,10.8,returning_reid,,,,16,0.2,2,0,1,1
1684,exit,16,138.0,11.1,exit,,,,,,,,0,1
1684,death,16,138.0,11.1,age12_hits2,,,,,,,,0,1
1695,birth,16,139.6,10.9,returning_reid,,,,16,1.6,11,0,1,1
1707,exit,16,139.5,11.1,exit,,,,,,,,0,1
1707,death,16,139.5,11.1,age13_hits2,,,,,,,,0,1
1708,birth,16,140.1,11.0,returning_reid,,,,16,0.6,1,0,1,1
1717,death,16,140.1,11.0,age10_hits1,,,,,,,,0,1
1721,birth,16,139.6,10.8,returning_reid,,,,16,0.5,4,0,1,1
1736,exit,16,138.9,11.2,exit,,,,,,,,0,1
1736,death,16,138.9,11.2,age16_hits7,,,,,,,,0,1
1776,birth,16,139.6,10.9,returning_reid,,,,16,0.8,40,0,1,1
1795,exit,16,137.5,10.9,exit,,,,,,,,0,1
1795,death,16,137.5,10.9,age20_hits4,,,,,,,,0,1
1806,birth,16,140.0,10.9,returning_reid,,,,16,2.5,11,0,1,1
1831,exit,16,140.4,11.1,exit,,,,,,,,0,1
1831,death,16,140.4,11.1,age26_hits8,,,,,,,,0,1
1837,birth,16,140.0,10.9,returning_reid,,,,16,0.5,6,0,1,1
1846,death,16,140.0,10.9,age10_hits1,,,,,,,,0,1
1862,birth,16,140.2,10.8,returning_reid,,,,16,0.2,16,0,1,1
1888,exit,16,140.5,10.7,exit,,,,,,,,0,1
1888,death,16,140.5,10.7,age27_hits9,,,,,,,,0,1
1989,birth,17,140.1,11.0,genuine,,,,,,,0,1,1
2016,exit,17,138.6,10.5,exit,,,,,,,,0,1
2016,death,17,138.6,10.5,age28_hits10,,,,,,,,0,1
2023,birth,17,140.1,10.9,returning_reid,,,,17,1.6,7,0,1,1
2033,exit,17,139.7,10.8,exit,,,,,,,,0,1
2033,death,17,139.7,10.8,age11_hits2,,,,,,,,0,1
2064,birth,17,140.2,10.9,returning_reid,,,,17,0.5,31,0,1,1
2078,exit,17,139.4,11.0,exit,,,,,,,,0,1
2078,death,17,139.4,11.0,age15_hits5,,,,,,,,0,1
2080,birth,17,140.1,11.0,returning_reid,,,,17,0.7,2,0,1,1
2091,exit,17,141.7,10.3,exit,,,,,,,,0,1
2091,death,17,141.7,10.3,age12_hits2,,,,,,,,0,1
